timestamp (us),measLate,skippedBeat,drNoTrigger,checksumError,measInvalid,Load (N)
87825091,1,1,0,0,1,6916.68017578125
88226682,1,1,0,0,1,7887.8828125
88628264,1,1,0,0,1,6554.71923828125
89029853,1,1,0,0,1,6400.6171875
89431467,1,1,0,0,1,6827.0859375
89833051,1,1,0,0,1,7464.99755859375
90234631,1,1,0,0,1,6981.18798828125
90636214,1,1,0,0,1,7529.50537109375
91037805,1,1,0,0,1,6511.7138671875
91439391,1,1,0,0,1,7074.3662109375
91840989,1,1,0,0,1,6561.88671875
92242563,1,1,0,0,1,6475.87646484375
92644154,1,1,0,0,1,6805.58349609375
93045753,1,1,0,0,1,7024.193359375
93447338,1,1,0,0,1,6511.7138671875
93848933,1,1,0,0,1,5877.38623046875
94250526,1,1,0,0,1,6454.37353515625
94652111,1,1,0,0,1,6694.486328125
95053700,1,1,0,0,1,6809.1669921875
95455287,1,1,0,0,1,7034.94482421875
95856886,1,1,0,0,1,6346.8603515625
96258462,1,1,0,0,1,7533.08935546875
96660049,1,1,0,0,1,7712.27783203125
97061647,1,1,0,0,1,6948.93408203125
97463238,1,1,0,0,1,6902.34521484375
97864829,1,1,0,0,1,7206.9658203125
98266417,1,1,0,0,1,6766.162109375
98668001,1,1,0,0,1,7077.9501953125
99069591,1,1,0,0,1,7142.4580078125
99471173,1,1,0,0,1,5655.1923828125
99872781,1,1,0,0,1,6095.99658203125
100274368,1,1,0,0,1,5941.89404296875
100675928,1,1,0,0,1,6551.1357421875
101077525,1,1,0,0,1,5784.20849609375
101479124,1,1,0,0,1,6543.9677734375
101880728,1,1,0,0,1,6640.72998046875
102282309,1,1,0,0,1,6873.6748046875
102683862,1,1,0,0,1,6526.04931640625
103085495,1,1,0,0,1,6687.31884765625
103487056,1,1,0,0,1,6938.18310546875
103888651,1,1,0,0,1,6522.46533203125
104290260,1,1,0,0,1,7680.02392578125
104691851,1,1,0,0,1,6920.26416015625
105093444,1,1,0,0,1,6977.6044921875
105495044,1,1,0,0,1,6784.08056640625
105896658,1,1,0,0,1,6551.1357421875
106298261,1,1,0,0,1,6658.64892578125
106699836,1,1,0,0,1,6164.08837890625
107101443,1,1,0,0,1,6615.6435546875
107503034,1,1,0,0,1,6715.9892578125
107904632,1,1,0,0,1,7633.4345703125
108306226,1,1,0,0,1,6529.6328125
108707777,1,1,0,0,1,7400.48974609375
109109363,1,1,0,0,1,7393.32177734375
109510912,1,1,0,0,1,6314.6064453125
109912533,1,1,0,0,1,7837.7099609375
110314136,1,1,0,0,1,6586.97314453125
110715727,1,1,0,0,1,6013.56982421875
111117319,1,1,0,0,1,5852.2998046875
111518911,1,1,0,0,1,5895.30517578125
111920523,1,1,0,0,1,6712.4052734375
112322118,1,1,0,0,1,7389.73828125
112723720,1,1,0,0,1,6827.0859375
113125299,1,1,0,0,1,7206.9658203125
113526918,1,1,0,0,1,6730.32421875
113928523,1,1,0,0,1,7594.01318359375
114330103,1,1,0,0,1,6708.8212890625
114731699,1,1,0,0,1,7074.3662109375
115133295,1,1,0,0,1,7185.46337890625
115534891,1,1,0,0,1,7077.9501953125
115936483,1,1,0,0,1,7386.154296875
116338085,1,1,0,0,1,6586.97314453125
116739700,1,1,0,0,1,6397.033203125
117141288,1,1,0,0,1,6701.65380859375
117542886,1,1,0,0,1,7346.73291015625
117944482,1,1,0,0,1,6680.1513671875
118346064,1,1,0,0,1,6583.3896484375
118747664,1,1,0,0,1,7149.62548828125
119149233,1,1,0,0,1,6959.685546875
119550814,1,1,0,0,1,7214.13330078125
119952371,1,1,0,0,1,7529.50537109375
120354000,1,1,0,0,1,6708.8212890625
120755593,1,1,0,0,1,7511.58642578125
121157192,1,1,0,0,1,8479.205078125
121558763,1,1,0,0,1,6995.5234375
121960325,1,1,0,0,1,7167.54443359375
122361915,1,1,0,0,1,6945.3505859375
122763465,1,1,0,0,1,7325.23046875
123165074,1,1,0,0,1,5981.31591796875
123566689,1,1,0,0,1,6848.5888671875
123968264,1,1,0,0,1,6601.30859375
124369856,1,1,0,0,1,6633.5625
124771473,1,1,0,0,1,5941.89404296875
125173080,1,1,0,0,1,6336.109375
125574673,1,1,0,0,1,6300.271484375
125976276,1,1,0,0,1,6608.47607421875
126377862,1,1,0,0,1,6730.32421875
126779420,1,1,0,0,1,6142.58544921875
127181042,1,1,0,0,1,7006.2744140625
127582604,1,1,0,0,1,6816.33447265625
127984205,1,1,0,0,1,6354.0283203125
128385800,1,1,0,0,1,7608.34814453125
128787359,1,1,0,0,1,7156.79296875
129188960,1,1,0,0,1,6938.18310546875
129590562,1,1,0,0,1,7113.78759765625
129992120,1,1,0,0,1,7013.4423828125
130393736,1,1,0,0,1,6809.1669921875
130795322,1,1,0,0,1,7275.0576171875
131196922,1,1,0,0,1,7264.30615234375
131598519,1,1,0,0,1,6712.4052734375
132000120,1,1,0,0,1,6095.99658203125
132401715,1,1,0,0,1,6680.1513671875
132803305,1,1,0,0,1,7533.08935546875
133204922,1,1,0,0,1,6905.92919921875
133606521,1,1,0,0,1,6977.6044921875
134008140,1,1,0,0,1,7708.69384765625
134409735,1,1,0,0,1,7314.47900390625
134811334,1,1,0,0,1,7393.32177734375
135212931,1,1,0,0,1,6655.06494140625
135614531,1,1,0,0,1,6594.140625
136016085,1,1,0,0,1,6888.01025390625
136417682,1,1,0,0,1,6479.4599609375
136819282,1,1,0,0,1,7085.11767578125
137220864,1,1,0,0,1,6837.83740234375
137622483,1,1,0,0,1,6787.66455078125
138024076,1,1,0,0,1,6579.8056640625
138425683,1,1,0,0,1,6640.72998046875
138827242,1,1,0,0,1,7249.97119140625
139228839,1,1,0,0,1,6569.05419921875
139630453,1,1,0,0,1,7131.70654296875
140032043,1,1,0,0,1,6239.34716796875
140433628,1,1,0,0,1,7031.36083984375
140835241,1,1,0,0,1,7733.7802734375
141236813,1,1,0,0,1,7848.4609375
141638392,1,1,0,0,1,6658.64892578125
142039990,1,1,0,0,1,7558.17529296875
142441593,1,1,0,0,1,6640.72998046875
142843142,1,1,0,0,1,7178.2958984375
143244761,1,1,0,0,1,7418.408203125
143646343,1,1,0,0,1,7809.03955078125
144047936,1,1,0,0,1,7386.154296875
144449546,1,1,0,0,1,7479.33251953125
144851144,1,1,0,0,1,7210.5498046875
145252728,1,1,0,0,1,6888.01025390625
145654340,1,1,0,0,1,7450.66259765625
146055933,1,1,0,0,1,7386.154296875
146457524,1,1,0,0,1,7167.54443359375
146859119,1,1,0,0,1,7235.63623046875
147260721,1,1,0,0,1,7361.06787109375
147662344,1,1,0,0,1,7518.75390625
148063901,1,1,0,0,1,7414.82470703125
148465501,1,1,0,0,1,7826.95849609375
148867107,1,1,0,0,1,6665.81640625
149268698,1,1,0,0,1,6339.69287109375
149670297,1,1,0,0,1,6744.6591796875
150071899,1,1,0,0,1,6948.93408203125
150473494,1,1,0,0,1,6931.015625
150875103,1,1,0,0,1,7307.3115234375
151276719,1,1,0,0,1,6798.416015625
151678314,1,1,0,0,1,7400.48974609375
152079905,1,1,0,0,1,7017.02587890625
152481487,1,1,0,0,1,6787.66455078125
152883052,1,1,0,0,1,7009.8583984375
153284606,1,1,0,0,1,7085.11767578125
153686198,1,1,0,0,1,7085.11767578125
154087798,1,1,0,0,1,7153.20947265625
154489415,1,1,0,0,1,7056.447265625
154891012,1,1,0,0,1,7303.7275390625
155292602,1,1,0,0,1,6787.66455078125
155694203,1,1,0,0,1,6715.9892578125
156095757,1,1,0,0,1,6819.91845703125
156497367,1,1,0,0,1,6884.42626953125
156898945,1,1,0,0,1,6242.93115234375
157300495,1,1,0,0,1,6995.5234375
157702081,1,1,0,0,1,6296.6875
158103674,1,1,0,0,1,7052.86376953125
158505268,1,1,0,0,1,7622.68359375
158906842,1,1,0,0,1,6404.20068359375
159308393,1,1,0,0,1,6959.685546875
159709985,1,1,0,0,1,5827.21337890625
160111536,1,1,0,0,1,6454.37353515625
160513128,1,1,0,0,1,6253.6826171875
160914740,1,1,0,0,1,6608.47607421875
161316316,1,1,0,0,1,6217.8447265625
161717920,1,1,0,0,1,6612.0595703125
162119513,1,1,0,0,1,6529.6328125
162521103,1,1,0,0,1,6325.35791015625
162922696,1,1,0,0,1,5984.8994140625
163324291,1,1,0,0,1,5762.70556640625
163725873,1,1,0,0,1,7436.3271484375
164127430,1,1,0,0,1,8142.33056640625
164529020,1,1,0,0,1,7454.24609375
164930633,1,1,0,0,1,7554.591796875
165332228,1,1,0,0,1,6662.232421875
165733819,1,1,0,0,1,7070.78271484375
166135415,1,1,0,0,1,6468.708984375
166537015,1,1,0,0,1,6457.95751953125
166938579,1,1,0,0,1,6823.50244140625
167340176,1,1,0,0,1,6608.47607421875
167741770,1,1,0,0,1,6207.09326171875
168143349,1,1,0,0,1,7339.5654296875
168544948,1,1,0,0,1,6336.109375
168946530,1,1,0,0,1,6798.416015625
169348086,1,1,0,0,1,6658.64892578125
169749680,1,1,0,0,1,6830.669921875
170151262,1,1,0,0,1,6988.35595703125
170552843,1,1,0,0,1,6658.64892578125
170954447,1,1,0,0,1,7346.73291015625
171356040,1,1,0,0,1,7357.484375
171757662,1,1,0,0,1,6128.25048828125
172159249,1,1,0,0,1,6429.287109375
172560848,1,1,0,0,1,6970.43701171875
172962450,1,1,0,0,1,7454.24609375
173364044,1,1,0,0,1,7099.45263671875
173765628,1,1,0,0,1,6576.22216796875
174167188,1,1,0,0,1,7357.484375
174568790,1,1,0,0,1,7178.2958984375
174970407,1,1,0,0,1,7085.11767578125
175371948,1,1,0,0,1,7680.02392578125
175773552,1,1,0,0,1,6974.0205078125
176175150,1,1,0,0,1,7063.61474609375
176576749,1,1,0,0,1,7325.23046875
176978317,1,1,0,0,1,7378.98681640625
177379916,1,1,0,0,1,6791.248046875
177781511,1,1,0,0,1,6898.76123046875
178183065,1,1,0,0,1,6586.97314453125
178584682,1,1,0,0,1,7812.62353515625
178986273,1,1,0,0,1,7855.62841796875
179387873,1,1,0,0,1,7672.8564453125
179789475,1,1,0,0,1,7687.19140625
180191071,1,1,0,0,1,7386.154296875
180592683,1,1,0,0,1,6318.1904296875
180994260,1,1,0,0,1,7156.79296875
181395822,1,1,0,0,1,6923.84765625
181797444,1,1,0,0,1,6748.2431640625
182199038,1,1,0,0,1,6701.65380859375
182600628,1,1,0,0,1,6945.3505859375
183002224,1,1,0,0,1,6640.72998046875
183403822,1,1,0,0,1,6336.109375
183805420,1,1,0,0,1,6848.5888671875
184206985,1,1,0,0,1,7092.28515625
184608574,1,1,0,0,1,6475.87646484375
185010172,1,1,0,0,1,7583.26171875
185411789,1,1,0,0,1,6124.66650390625
185813387,1,1,0,0,1,6888.01025390625
186214981,1,1,0,0,1,6988.35595703125
186616574,1,1,0,0,1,7034.94482421875
187018152,1,1,0,0,1,6873.6748046875
187419749,1,1,0,0,1,7117.37158203125
187821342,1,1,0,0,1,6974.0205078125
188222930,1,1,0,0,1,6543.9677734375
188624522,1,1,0,0,1,7608.34814453125
189026152,1,1,0,0,1,7153.20947265625
189427705,1,1,0,0,1,8074.23876953125
189829282,1,1,0,0,1,6916.68017578125
190230837,1,1,0,0,1,6916.68017578125
190632418,1,1,0,0,1,6984.77197265625
191033993,1,1,0,0,1,5938.310546875
191435593,1,1,0,0,1,6888.01025390625
191837190,1,1,0,0,1,6361.19580078125
192238798,1,1,0,0,1,6608.47607421875
192640399,1,1,0,0,1,7357.484375
193041995,1,1,0,0,1,6730.32421875
193443547,1,1,0,0,1,7447.07861328125
193845141,1,1,0,0,1,6153.3369140625
194246693,1,1,0,0,1,6698.0703125
194648253,1,1,0,0,1,6905.92919921875
195049839,1,1,0,0,1,6873.6748046875
195451441,1,1,0,0,1,6866.50732421875
195853081,1,1,0,0,1,6465.125
196254684,1,1,0,0,1,6404.20068359375
196656269,1,1,0,0,1,6941.7666015625
197057837,1,1,0,0,1,6547.5517578125
197459436,1,1,0,0,1,6841.4208984375
197861016,1,1,0,0,1,7167.54443359375
198262618,1,1,0,0,1,6504.54638671875
198664203,1,1,0,0,1,6207.09326171875
199065835,1,1,0,0,1,6866.50732421875
199467427,1,1,0,0,1,7017.02587890625
199869018,1,1,0,0,1,6698.0703125
200270619,1,1,0,0,1,6440.03857421875
200672202,1,1,0,0,1,7181.87939453125
201073798,1,1,0,0,1,6877.2587890625
201475355,1,1,0,0,1,7275.0576171875
201876964,1,1,0,0,1,7070.78271484375
202278559,1,1,0,0,1,6769.74560546875
202680169,1,1,0,0,1,7006.2744140625
203081730,1,1,0,0,1,7189.046875
203483280,1,1,0,0,1,6432.87109375
203884865,1,1,0,0,1,7120.95556640625
204286455,1,1,0,0,1,6719.57275390625
204688048,1,1,0,0,1,7049.27978515625
205089624,1,1,0,0,1,7705.1103515625
205491217,1,1,0,0,1,6733.90771484375
205892810,1,1,0,0,1,8002.5634765625
206294407,1,1,0,0,1,7163.96044921875
206696005,1,1,0,0,1,7239.2197265625
207097591,1,1,0,0,1,6913.0966796875
207499191,1,1,0,0,1,6758.994140625
207900805,1,1,0,0,1,6185.5908203125
208302400,1,1,0,0,1,6526.04931640625
208703991,1,1,0,0,1,6791.248046875
209105566,1,1,0,0,1,6207.09326171875
209507188,1,1,0,0,1,6285.9365234375
209908752,1,1,0,0,1,5913.22412109375
210310314,1,1,0,0,1,6672.98388671875
210711885,1,1,0,0,1,7676.43994140625
211113476,1,1,0,0,1,6250.0986328125
211515064,1,1,0,0,1,7002.69091796875
211916649,1,1,0,0,1,6999.10693359375
212318249,1,1,0,0,1,7174.7119140625
212719857,1,1,0,0,1,6411.36865234375
213121464,1,1,0,0,1,6730.32421875
213523023,1,1,0,0,1,7289.392578125
213924596,1,1,0,0,1,6737.49169921875
214326189,1,1,0,0,1,7364.65185546875
214727778,1,1,0,0,1,7751.69921875
215129376,1,1,0,0,1,7257.138671875
215530974,1,1,0,0,1,7421.9921875
215932573,1,1,0,0,1,8593.8857421875
216334194,1,1,0,0,1,6583.3896484375
216735791,1,1,0,0,1,6701.65380859375
217137388,1,1,0,0,1,6468.708984375
217538935,1,1,0,0,1,7099.45263671875
217940540,1,1,0,0,1,6873.6748046875
218342082,1,1,0,0,1,6665.81640625
218743674,1,1,0,0,1,6945.3505859375
219145252,1,1,0,0,1,6475.87646484375
219546867,1,1,0,0,1,7024.193359375
219948440,1,1,0,0,1,7418.408203125
220350038,1,1,0,0,1,7307.3115234375
220751630,1,1,0,0,1,7378.98681640625
221153228,1,1,0,0,1,7748.115234375
221554824,1,1,0,0,1,7565.34326171875
221956428,1,1,0,0,1,7662.10498046875
222358023,1,1,0,0,1,6239.34716796875
222759620,1,1,0,0,1,7221.30078125
223161247,1,1,0,0,1,7303.7275390625
223562801,1,1,0,0,1,7314.47900390625
223964400,1,1,0,0,1,7393.32177734375
224365952,1,1,0,0,1,6214.2607421875
224767564,1,1,0,0,1,7156.79296875
225169156,1,1,0,0,1,6952.51806640625
225570754,1,1,0,0,1,6898.76123046875
225972349,1,1,0,0,1,6801.99951171875
226373959,1,1,0,0,1,6991.939453125
226775561,1,1,0,0,1,7708.69384765625
227177142,1,1,0,0,1,7232.05224609375
227578743,1,1,0,0,1,7787.537109375
227980331,1,1,0,0,1,6891.59375
228381884,1,1,0,0,1,6819.91845703125
228783488,1,1,0,0,1,7185.46337890625
229185086,1,1,0,0,1,7242.8037109375
229586640,1,1,0,0,1,6289.52001953125
229988270,1,1,0,0,1,7077.9501953125
230389822,1,1,0,0,1,6142.58544921875
230791400,1,1,0,0,1,6794.83203125
231192997,1,1,0,0,1,6103.1640625
231594552,1,1,0,0,1,7070.78271484375
231996113,1,1,0,0,1,6744.6591796875
232397710,1,1,0,0,1,7314.47900390625
232799309,1,1,0,0,1,6543.9677734375
233200929,1,1,0,0,1,7163.96044921875
233602526,1,1,0,0,1,7411.24072265625
234004118,1,1,0,0,1,6708.8212890625
234405671,1,1,0,0,1,6257.26611328125
234807264,1,1,0,0,1,7049.27978515625
235208857,1,1,0,0,1,7464.99755859375
235610409,1,1,0,0,1,7128.123046875
236012010,1,1,0,0,1,6888.01025390625
236413569,1,1,0,0,1,6776.9130859375
236815190,1,1,0,0,1,7074.3662109375
237216781,1,1,0,0,1,6812.7509765625
237618371,1,1,0,0,1,6880.8427734375
238019955,1,1,0,0,1,6984.77197265625
238421515,1,1,0,0,1,6730.32421875
238823085,1,1,0,0,1,6934.59912109375
239224687,1,1,0,0,1,6852.17236328125
239626278,1,1,0,0,1,6812.7509765625
240027871,1,1,0,0,1,5855.8837890625
240429485,1,1,0,0,1,7687.19140625
240831087,1,1,0,0,1,7024.193359375
241232682,1,1,0,0,1,6948.93408203125
241634281,1,1,0,0,1,7060.03125
242035870,1,1,0,0,1,7500.8349609375
242437466,1,1,0,0,1,7425.576171875
242839080,1,1,0,0,1,6601.30859375
243240663,1,1,0,0,1,6733.90771484375
243642216,1,1,0,0,1,6268.017578125
244043792,1,1,0,0,1,6586.97314453125
244445391,1,1,0,0,1,6533.216796875
244846990,1,1,0,0,1,6708.8212890625
245248581,1,1,0,0,1,6343.27685546875
245650182,1,1,0,0,1,6662.232421875
246051777,1,1,0,0,1,6762.578125
246453374,1,1,0,0,1,6784.08056640625
246854976,1,1,0,0,1,6475.87646484375
247256603,1,1,0,0,1,7142.4580078125
247658201,1,1,0,0,1,6508.13037109375
248059798,1,1,0,0,1,7554.591796875
248461356,1,1,0,0,1,6547.5517578125
248862952,1,1,0,0,1,6730.32421875
249264551,1,1,0,0,1,7167.54443359375
249666106,1,1,0,0,1,6963.26953125
250067680,1,1,0,0,1,6812.7509765625
250469297,1,1,0,0,1,6927.431640625
250870889,1,1,0,0,1,6529.6328125
251272485,1,1,0,0,1,6232.1796875
251674081,1,1,0,0,1,6268.017578125
252075685,1,1,0,0,1,6665.81640625
252477244,1,1,0,0,1,7432.74365234375
252878815,1,1,0,0,1,6988.35595703125
253280412,1,1,0,0,1,7156.79296875
253681966,1,1,0,0,1,7733.7802734375
254083576,1,1,0,0,1,7382.57080078125
254485168,1,1,0,0,1,7841.29345703125
254886765,1,1,0,0,1,7310.89501953125
255288340,1,1,0,0,1,7092.28515625
255689929,1,1,0,0,1,6966.85302734375
256091525,1,1,0,0,1,7257.138671875
256493132,1,1,0,0,1,6809.1669921875
256894725,1,1,0,0,1,7199.79833984375
257296332,1,1,0,0,1,6386.2822265625
257697876,1,1,0,0,1,6368.36328125
258099468,1,1,0,0,1,6307.43896484375
258501017,1,1,0,0,1,5802.126953125
258902614,1,1,0,0,1,6483.0439453125
259304202,1,1,0,0,1,6801.99951171875
259705751,1,1,0,0,1,6551.1357421875
260107318,1,1,0,0,1,6966.85302734375
260508912,1,1,0,0,1,7285.80908203125
260910521,1,1,0,0,1,6862.923828125
261312124,1,1,0,0,1,7378.98681640625
261713720,1,1,0,0,1,7002.69091796875
262115309,1,1,0,0,1,7457.830078125
262516863,1,1,0,0,1,7386.154296875
262918439,1,1,0,0,1,7249.97119140625
263320062,1,1,0,0,1,6640.72998046875
263721615,1,1,0,0,1,6182.0068359375
264123219,1,1,0,0,1,6794.83203125
264524819,1,1,0,0,1,7812.62353515625
264926411,1,1,0,0,1,7705.1103515625
265328009,1,1,0,0,1,7977.47705078125
265729566,1,1,0,0,1,6737.49169921875
266131152,1,1,0,0,1,7038.52880859375
266532711,1,1,0,0,1,6440.03857421875
266934286,1,1,0,0,1,6511.7138671875
267335851,1,1,0,0,1,6479.4599609375
267737466,1,1,0,0,1,7038.52880859375
268139054,1,1,0,0,1,7551.0078125
268540641,1,1,0,0,1,7113.78759765625
268942230,1,1,0,0,1,6730.32421875
269343827,1,1,0,0,1,6862.923828125
269745425,1,1,0,0,1,7318.06298828125
270147018,1,1,0,0,1,6841.4208984375
270548618,1,1,0,0,1,7063.61474609375
270950225,1,1,0,0,1,6285.9365234375
271351808,1,1,0,0,1,7120.95556640625
271753412,1,1,0,0,1,7335.9814453125
272154989,1,1,0,0,1,6845.0048828125
272556537,1,1,0,0,1,7214.13330078125
272958123,1,1,0,0,1,6156.92041015625
273359678,1,1,0,0,1,6099.580078125
273761265,1,1,0,0,1,6164.08837890625
274162867,1,1,0,0,1,6683.7353515625
274564450,1,1,0,0,1,6941.7666015625
274966051,1,1,0,0,1,7325.23046875
275367645,1,1,0,0,1,6938.18310546875
275769252,1,1,0,0,1,7239.2197265625
276170847,1,1,0,0,1,7346.73291015625
276572451,1,1,0,0,1,7063.61474609375
276974040,1,1,0,0,1,6862.923828125
277375634,1,1,0,0,1,6314.6064453125
277777247,1,1,0,0,1,6877.2587890625
278178841,1,1,0,0,1,7343.1494140625
278580448,1,1,0,0,1,7425.576171875
278982014,1,1,0,0,1,6128.25048828125
279383594,1,1,0,0,1,6748.2431640625
279785194,1,1,0,0,1,7335.9814453125
280186779,1,1,0,0,1,6723.15673828125
280588377,1,1,0,0,1,7841.29345703125
280989974,1,1,0,0,1,6067.326171875
281391594,1,1,0,0,1,7425.576171875
281793195,1,1,0,0,1,6515.2978515625
282194796,1,1,0,0,1,6927.431640625
282596392,1,1,0,0,1,7085.11767578125
282998008,1,1,0,0,1,6866.50732421875
283399606,1,1,0,0,1,7590.4296875
283801210,1,1,0,0,1,7787.537109375
284202776,1,1,0,0,1,7708.69384765625
