timestamp (us),measLate,skippedBeat,drNoTrigger,checksumError,measInvalid,pressure (PSI)
101880457,0,0,0,0,1,-30.20137596130371
102282036,0,0,0,0,1,-28.055416107177734
102683589,0,0,0,0,1,-25.676557540893555
103085221,0,0,0,0,1,-27.62635612487793
103486781,0,0,0,0,1,-28.562564849853516
103888375,0,0,0,0,1,-26.43694305419922
104289985,0,0,0,0,1,-26.31997299194336
104691575,0,0,0,0,1,-21.95583724975586
105093169,0,0,0,0,1,-24.91663360595703
105494771,0,0,0,0,1,-30.318628311157227
106297985,0,0,0,0,1,-45.97892379760742
106699565,0,0,0,0,1,-58.91941833496094
107101168,0,0,0,0,1,-44.630592346191406
107502762,0,0,0,0,1,-54.40870666503906
107904357,0,0,0,0,1,-51.41887283325195
108305951,0,0,0,0,1,-44.7122917175293
108707504,0,0,0,0,1,-47.7775764465332
109109089,0,0,0,0,1,-49.65907287597656
109510642,0,0,0,0,1,-49.78181838989258
109912256,0,0,0,0,1,-53.425437927246094
110313856,0,0,0,0,1,-53.91703414916992
110715453,0,0,0,0,1,-44.14043045043945
111117042,0,0,0,0,1,-49.98639678955078
111518633,0,0,0,0,1,-53.38446807861328
111920248,0,0,0,0,1,-52.442466735839844
112321844,0,0,0,0,1,-56.786251068115234
112723446,0,0,0,0,1,-47.73668670654297
113125029,0,0,0,0,1,-48.104400634765625
113526643,0,0,0,0,1,-59.32981491088867
113928248,0,0,0,0,1,-53.507362365722656
114329828,0,0,0,0,1,-49.41360092163086
114731423,0,0,0,0,1,-52.1148796081543
115133021,0,0,0,0,1,-54.24480438232422
115534618,0,0,0,0,1,-47.40958786010742
115936209,0,0,0,0,1,-54.73654556274414
116337808,0,0,0,0,1,-52.237728118896484
116739426,0,0,0,0,1,-52.237728118896484
117141011,0,0,0,0,1,-53.17966079711914
117542611,0,0,0,0,1,-51.623573303222656
117944201,0,0,0,0,1,-48.5136833190918
118345791,0,0,0,0,1,-50.31376647949219
118747389,0,0,0,0,1,-54.695552825927734
119148960,0,0,0,0,1,-51.99205017089844
119550539,0,0,0,0,1,-51.58230209350586
119952099,0,0,0,0,1,-58.30360412597656
120353724,0,0,0,0,1,-54.449684143066406
120755320,0,0,0,0,1,-56.2942008972168
121156917,0,0,0,0,1,-48.35009002685547
121558487,0,0,0,0,1,-48.431884765625
121960048,0,0,0,0,1,-51.99205017089844
122361644,0,0,0,0,1,-66.52082824707031
122763192,0,0,0,0,1,-59.32981491088867
123164804,0,0,0,0,1,-56.45820617675781
123566418,0,0,0,0,1,-54.08091735839844
123967987,0,0,0,0,1,-49.12723159790039
124369579,0,0,0,0,1,-54.85948944091797
124771201,0,0,0,0,1,-50.47745895385742
125172803,0,0,0,0,1,-55.474273681640625
125574400,0,0,0,0,1,-48.84089660644531
125975997,0,0,0,0,1,-44.79399490356445
126377589,0,0,0,0,1,-49.004512786865234
126779144,0,0,0,0,1,-53.794124603271484
127180769,0,0,0,0,1,-52.68785858154297
127582331,0,0,0,0,1,-51.95078659057617
127983927,0,0,0,0,1,-55.22834014892578
128385525,0,0,0,0,1,-59.00149154663086
128787081,0,0,0,0,1,-46.142391204833984
129188683,0,0,0,0,1,-45.570281982421875
129590285,0,0,0,0,1,-53.507362365722656
129991846,0,0,0,0,1,-58.38597869873047
130393463,0,0,0,0,1,-47.24604797363281
130795050,0,0,0,0,1,-41.77234649658203
131196648,0,0,0,0,1,-59.41189956665039
131598245,0,0,0,0,1,-50.96860122680664
131999847,0,0,0,0,1,-50.31376647949219
132401438,0,0,0,0,1,-57.811622619628906
132803028,0,0,0,0,1,-52.5653190612793
133204646,0,0,0,0,1,-54.57261276245117
133606246,0,0,0,0,1,-62.28630828857422
134007866,0,0,0,0,1,-56.29387664794922
134409461,0,0,0,0,1,-47.491355895996094
134811058,0,0,0,0,1,-41.48666000366211
135212654,0,0,0,0,1,-56.25320053100586
135614251,0,0,0,0,1,-49.12723159790039
136015814,0,0,0,0,1,-58.96045684814453
136417409,0,0,0,0,1,-55.88421630859375
136819002,0,0,0,0,1,-61.25941467285156
137220596,0,0,0,0,1,-58.55010986328125
137622205,0,0,0,0,1,-59.20669174194336
138023805,0,0,0,0,1,-54.40870666503906
138425408,0,0,0,0,1,-54.03994369506836
138826963,0,0,0,0,1,-53.91703414916992
139228565,0,0,0,0,1,-52.89295959472656
139630177,0,0,0,0,1,-64.83451080322266
140031770,0,0,0,0,1,-56.04820251464844
140433356,0,0,0,0,1,-53.13870620727539
140834963,0,0,0,0,1,-55.88421630859375
141236538,0,0,0,0,1,-49.41360092163086
141638119,0,0,0,0,1,-57.606529235839844
142039714,0,0,0,0,1,-49.57724380493164
142441317,0,0,0,0,1,-58.7142448425293
142842868,0,0,0,0,1,-50.76395034790039
143244486,0,0,0,0,1,-52.1148796081543
143646068,0,0,0,0,1,-54.695552825927734
144047662,0,0,0,0,1,-51.29606246948242
144449270,0,0,0,0,1,-53.87606430053711
144850865,0,0,0,0,1,-52.07393264770508
145654066,0,0,0,0,1,-1365.2166748046875
146055658,0,0,0,0,1,-1387.648681640625
146457249,0,0,0,0,1,-1439.783935546875
146858847,0,0,0,0,1,-1277.730712890625
147260445,0,0,0,0,1,-1283.8626708984375
147662069,0,0,0,0,1,-1043.7554931640625
148063624,0,0,0,0,1,-1108.8355712890625
148465222,0,0,0,0,1,-1324.1561279296875
148866829,0,0,0,0,1,-1184.9271240234375
149268424,0,0,0,0,1,-1596.560791015625
149670021,0,0,0,0,1,-1259.4415283203125
150071622,0,0,0,0,1,-1410.3094482421875
150473217,0,0,0,0,1,-1128.65234375
150874828,0,0,0,0,1,-1343.0111083984375
151276442,0,0,0,0,1,-1186.379638671875
151678035,0,0,0,0,1,-1325.72119140625
152079631,0,0,0,0,1,-1120.134765625
152481212,0,0,0,0,1,-1235.3023681640625
152882774,0,0,0,0,1,-1333.563232421875
153284329,0,0,0,0,1,-1589.5263671875
153685923,0,0,0,0,1,-1328.8544921875
154087518,0,0,0,0,1,-1268.5662841796875
154489142,0,0,0,0,1,-1556.386962890625
154890736,0,0,0,0,1,-1451.35009765625
155292328,0,0,0,0,1,-952.1156005859375
155693924,0,0,0,0,1,-1379.6112060546875
156095484,0,0,0,0,1,-1457.985595703125
156497090,0,0,0,0,1,-1421.72607421875
156898671,0,0,0,0,1,-1114.4769287109375
157300221,0,0,0,0,1,-1155.86962890625
157701806,0,0,0,0,1,-1211.4415283203125
158103401,0,0,0,0,1,-998.0320434570312
158504993,0,0,0,0,1,-1087.8248291015625
158906566,0,0,0,0,1,-1551.1956787109375
159308117,0,0,0,0,1,-1373.2021484375
159709712,0,0,0,0,1,-1205.51953125
160111260,0,0,0,0,1,-1338.281982421875
160512851,0,0,0,0,1,-1405.4342041015625
160914463,0,0,0,0,1,-1397.3321533203125
161316040,0,0,0,0,1,-1438.1361083984375
161717646,0,0,0,0,1,-1244.3216552734375
162119236,0,0,0,0,1,-1788.612060546875
162520830,0,0,0,0,1,-1321.0299072265625
162922423,0,0,0,0,1,-990.07861328125
163324017,0,0,0,0,1,-1428.27587890625
163725598,0,0,0,0,1,-1680.7471923828125
164127153,0,0,0,0,1,-1049.208740234375
164528747,0,0,0,0,1,-1527.1175537109375
164930358,0,0,0,0,1,-1335.1348876953125
165331952,0,0,0,0,1,-1221.8465576171875
165733545,0,0,0,0,1,-1335.1348876953125
166135141,0,0,0,0,1,-1072.56103515625
166536736,0,0,0,0,1,-1151.5472412109375
166938304,0,0,0,0,1,-1556.386962890625
167339899,0,0,0,0,1,-1684.392822265625
167741495,0,0,0,0,1,-1394.0997314453125
168143075,0,0,0,0,1,-1428.27587890625
168544672,0,0,0,0,1,-1426.636474609375
168946253,0,0,0,0,1,-1462.97509765625
169347809,0,0,0,0,1,-1838.42919921875
169749405,0,0,0,0,1,-1621.341796875
170150993,0,0,0,0,1,-1350.9158935546875
170552569,0,0,0,0,1,-1525.4071044921875
170954168,0,0,0,0,1,-1171.7991943359375
171355763,0,0,0,0,1,-1664.406005859375
171757388,0,0,0,0,1,-1660.7890625
172158980,0,0,0,0,1,-1420.0916748046875
172560572,0,0,0,0,1,-1511.7666015625
172962172,0,0,0,0,1,-1224.8291015625
173363768,0,0,0,0,1,-1434.8446044921875
173765356,0,0,0,0,1,-1429.9163818359375
174166913,0,0,0,0,1,-1285.3983154296875
174568513,0,0,0,0,1,-1651.76904296875
174970128,0,0,0,0,1,-1395.71533203125
175371672,0,0,0,0,1,-1426.636474609375
175773277,0,0,0,0,1,-1411.936767578125
176174874,0,0,0,0,1,-1617.7861328125
176576472,0,0,0,0,1,-1423.36181640625
176978041,0,0,0,0,1,-1411.936767578125
177379637,0,0,0,0,1,-1491.4532470703125
177781235,0,0,0,0,1,-1341.43359375
178182789,0,0,0,0,1,-1582.511962890625
178584410,0,0,0,0,1,-1209.9478759765625
178986005,0,0,0,0,1,-1080.87158203125
179387598,0,0,0,0,1,-1671.65576171875
179789199,0,0,0,0,1,-1313.233154296875
180190796,0,0,0,0,1,-1434.8446044921875
180592407,0,0,0,0,1,-1469.6441650390625
180993987,0,0,0,0,1,-1365.2166748046875
181395546,0,0,0,0,1,-1124.3887939453125
181797170,0,0,0,0,1,-1456.3248291015625
182198767,0,0,0,0,1,-1821.080810546875
182600354,0,0,0,0,1,-1499.895751953125
183001951,0,0,0,0,1,-1433.20068359375
183403542,0,0,0,0,1,-1494.826416015625
183805143,0,0,0,0,1,-1513.467529296875
184206708,0,0,0,0,1,-1328.8544921875
185009898,0,0,0,0,1,77.15165710449219
185411516,0,0,0,0,1,66.34260559082031
185813116,0,0,0,0,1,81.20172882080078
186214707,0,0,0,0,1,58.39548873901367
186616299,0,0,0,0,1,61.32732009887695
187017880,0,0,0,0,1,62.90552520751953
187419473,0,0,0,0,1,58.1699104309082
187821068,0,0,0,0,1,71.80513000488281
188222658,0,0,0,0,1,65.21586608886719
188624246,0,0,0,0,1,71.18584442138672
189025877,0,0,0,0,1,72.14289855957031
189427433,0,0,0,0,1,73.38127899169922
189829010,0,0,0,0,1,61.609169006347656
190230562,0,0,0,0,1,64.48339080810547
190632142,0,0,0,0,1,78.78314208984375
191033722,0,0,0,0,1,74.00040435791016
191435315,0,0,0,0,1,57.26754379272461
191836912,0,0,0,0,1,69.9471435546875
192238528,0,0,0,0,1,68.70826721191406
192640120,0,0,0,0,1,69.1587905883789
193041723,0,0,0,0,1,77.883056640625
193443276,0,0,0,0,1,77.99556732177734
193844865,0,0,0,0,1,56.534278869628906
194246418,0,0,0,0,1,66.56793975830078
194647985,0,0,0,0,1,75.013427734375
195049565,0,0,0,0,1,72.36807250976562
195451165,0,0,0,0,1,68.98985290527344
195852805,0,0,0,0,1,58.73384094238281
196254412,0,0,0,0,1,60.650856018066406
196655998,0,0,0,0,1,76.42021942138672
197057563,0,0,0,0,1,77.48922729492188
197459163,0,0,0,0,1,80.97676849365234
197860747,0,0,0,0,1,81.98905944824219
198262346,0,0,0,0,1,63.07459259033203
198663932,0,0,0,0,1,88.51032257080078
199065561,0,0,0,0,1,64.99049377441406
199467158,0,0,0,0,1,70.51021575927734
199868744,0,0,0,0,1,72.81839752197266
200270344,0,0,0,0,1,61.721900939941406
200671928,0,0,0,0,1,67.52552795410156
201073523,0,0,0,0,1,55.180362701416016
201475080,0,0,0,0,1,63.01823425292969
201876691,0,0,0,0,1,85.25017547607422
202278282,0,0,0,0,1,68.42668151855469
202679896,0,0,0,0,1,64.03260040283203
203081455,0,0,0,0,1,66.22994232177734
203483005,0,0,0,0,1,76.36351013183594
203884593,0,0,0,0,1,69.89083862304688
204286178,0,0,0,0,1,64.82146453857422
204687775,0,0,0,0,1,73.32498931884766
205089351,0,0,0,0,1,67.18756866455078
205490949,0,0,0,0,1,72.08660125732422
205892534,0,0,0,0,1,65.44122314453125
206294134,0,0,0,0,1,71.18584442138672
206695727,0,0,0,0,1,65.8355941772461
207097319,0,0,0,0,1,75.74497985839844
207498916,0,0,0,0,1,68.59562683105469
207900532,0,0,0,0,1,72.5932388305664
208302127,0,0,0,0,1,68.8208999633789
208703716,0,0,0,0,1,76.98287200927734
209105295,0,0,0,0,1,71.63623809814453
209506910,0,0,0,0,1,81.82034301757812
209908479,0,0,0,0,1,78.27684783935547
210310037,0,0,0,0,1,67.13124084472656
210711611,0,0,0,0,1,57.77513885498047
211113205,0,0,0,0,1,75.4073486328125
211514790,0,0,0,0,1,79.12065124511719
211916380,0,0,0,0,1,66.39850616455078
212317974,0,0,0,0,1,67.69449615478516
212719584,0,0,0,0,1,76.02633666992188
213121188,0,0,0,0,1,67.13124084472656
213522748,0,0,0,0,1,72.93097686767578
213924321,0,0,0,0,1,64.53974151611328
214325919,0,0,0,0,1,61.101829528808594
214727507,0,0,0,0,1,65.04683685302734
215129102,0,0,0,0,1,57.66234588623047
215530699,0,0,0,0,1,76.30767059326172
215932297,0,0,0,0,1,72.53694915771484
216333917,0,0,0,0,1,63.46908187866211
216735517,0,0,0,0,1,71.69253540039062
217137109,0,0,0,0,1,70.17237091064453
217538663,0,0,0,0,1,77.9393081665039
217940265,0,0,0,0,1,83.28237915039062
218341813,0,0,0,0,1,70.84803771972656
218743402,0,0,0,0,1,67.46920776367188
219144978,0,0,0,0,1,74.84459686279297
219546593,0,0,0,0,1,56.759910583496094
219948167,0,0,0,0,1,61.721900939941406
220349766,0,0,0,0,1,82.10152435302734
220751357,0,0,0,0,1,71.7483901977539
221152952,0,0,0,0,1,72.81839752197266
221554553,0,0,0,0,1,68.53931427001953
221956159,0,0,0,0,1,70.00344848632812
222357748,0,0,0,0,1,64.59608459472656
222759345,0,0,0,0,1,69.1587905883789
223160973,0,0,0,0,1,82.43891906738281
223562531,0,0,0,0,1,84.80043029785156
224365677,0,0,0,0,1,33.686702728271484
224767289,0,0,0,0,1,31.718170166015625
225168881,0,0,0,0,1,29.420434951782227
225570478,0,0,0,0,1,28.738754272460938
225972076,0,0,0,0,1,29.168092727661133
226373688,0,0,0,0,1,26.288305282592773
226775286,0,0,0,0,1,28.738754272460938
227176867,0,0,0,0,1,31.945341110229492
227578471,0,0,0,0,1,32.424903869628906
227980055,0,0,0,0,1,32.72776412963867
228381611,0,0,0,0,1,26.89470672607422
228783210,0,0,0,0,1,38.302433013916016
229184814,0,0,0,0,1,28.056785583496094
229586369,0,0,0,0,1,31.036588668823242
229987996,0,0,0,0,1,29.04182243347168
230389548,0,0,0,0,1,31.238548278808594
230791129,0,0,0,0,1,27.93048667907715
231192723,0,0,0,0,1,25.808183670043945
231594278,0,0,0,0,1,20.42262840270996
231995841,0,0,0,0,1,35.604087829589844
232397438,0,0,0,0,1,26.89470672607422
232799033,0,0,0,0,1,27.955745697021484
233200656,0,0,0,0,1,31.54146957397461
233602253,0,0,0,0,1,27.071563720703125
234003845,0,0,0,0,1,27.70294189453125
234405398,0,0,0,0,1,21.333274841308594
234806991,0,0,0,0,1,36.285099029541016
235208580,0,0,0,0,1,26.768381118774414
235610135,0,0,0,0,1,26.060882568359375
236011738,0,0,0,0,1,27.854705810546875
236413292,0,0,0,0,1,33.45960235595703
236814917,0,0,0,0,1,25.277469635009766
237216511,0,0,0,0,1,30.986095428466797
237618099,0,0,0,0,1,31.036588668823242
238019680,0,0,0,0,1,28.486183166503906
238421240,0,0,0,0,1,30.556901931762695
238822812,0,0,0,0,1,31.2637882232666
239224414,0,0,0,0,1,36.25988006591797
239626006,0,0,0,0,1,26.465177536010742
240027596,0,0,0,0,1,28.587215423583984
240429212,0,0,0,0,1,33.535301208496094
240830811,0,0,0,0,1,28.814523696899414
241232408,0,0,0,0,1,33.535301208496094
241634009,0,0,0,0,1,32.67728805541992
242035599,0,0,0,0,1,35.604087829589844
242437190,0,0,0,0,1,32.80347442626953
242838808,0,0,0,0,1,31.390010833740234
243240390,0,0,0,0,1,33.711936950683594
243641945,0,0,0,0,1,32.07154846191406
244043525,0,0,0,0,1,28.006267547607422
244445119,0,0,0,0,1,26.667316436767578
244846715,0,0,0,0,1,33.282958984375
245248307,0,0,0,0,1,31.566713333129883
245649908,0,0,0,0,1,30.73363494873047
246051503,0,0,0,0,1,31.01133918762207
246453102,0,0,0,0,1,28.83977699279785
246854700,0,0,0,0,1,31.566713333129883
247256332,0,0,0,0,1,31.036588668823242
247657929,0,0,0,0,1,20.0937442779541
248059521,0,0,0,0,1,32.904422760009766
248461077,0,0,0,0,1,35.225704193115234
248862676,0,0,0,0,1,26.38937759399414
249264278,0,0,0,0,1,29.31962013244629
249665833,0,0,0,0,1,26.970504760742188
250067410,0,0,0,0,1,30.986095428466797
250469021,0,0,0,0,1,29.54689598083496
250870619,0,0,0,0,1,27.50084686279297
251272210,0,0,0,0,1,30.405410766601562
251673806,0,0,0,0,1,30.73363494873047
252075412,0,0,0,0,1,31.036588668823242
252476969,0,0,0,0,1,29.3953800201416
252878540,0,0,0,0,1,33.535301208496094
253280137,0,0,0,0,1,27.753660202026367
253681691,0,0,0,0,1,27.324203491210938
254083306,0,0,0,0,1,26.36410903930664
254484898,0,0,0,0,1,27.223148345947266
254886490,0,0,0,0,1,34.24180221557617
255288067,0,0,0,0,1,31.844379425048828
255689656,0,0,0,0,1,37.621665954589844
256091250,0,0,0,0,1,28.789264678955078
256492854,0,0,0,0,1,34.1408805847168
256894450,0,0,0,0,1,27.248414993286133
257296063,0,0,0,0,1,28.006267547607422
257697611,0,0,0,0,1,33.03060531616211
258099195,0,0,0,0,1,30.481155395507812
258500745,0,0,0,0,1,28.183086395263672
258902340,0,0,0,0,1,32.7025260925293
259303930,0,0,0,0,1,35.42750930786133
259705480,0,0,0,0,1,30.10242462158203
260107044,0,0,0,0,1,27.955745697021484
260508639,0,0,0,0,1,35.730201721191406
260910248,0,0,0,0,1,30.758878707885742
261311853,0,0,0,0,1,30.986095428466797
261713443,0,0,0,0,1,29.597400665283203
262115037,0,0,0,0,1,27.021034240722656
262516593,0,0,0,0,1,26.465177536010742
262918169,0,0,0,0,1,36.058101654052734
263721341,0,0,0,0,1,20.537864685058594
264122945,0,0,0,0,1,19.71312713623047
264524546,0,0,0,0,1,18.88852310180664
264926138,0,0,0,0,1,23.55436897277832
265327733,0,0,0,0,1,20.871173858642578
265729294,0,0,0,0,1,20.625579833984375
266130880,0,0,0,0,1,17.238618850708008
266532435,0,0,0,0,1,20.57295036315918
266934011,0,0,0,0,1,20.344884872436523
267335573,0,0,0,0,1,20.941341400146484
267737194,0,0,0,0,1,21.222002029418945
268138780,0,0,0,0,1,22.905624389648438
268540371,0,0,0,0,1,20.39751625061035
268941957,0,0,0,0,1,19.221946716308594
269343553,0,0,0,0,1,17.940773010253906
269745151,0,0,0,0,1,21.888505935668945
270146743,0,0,0,0,1,18.88852310180664
270548341,0,0,0,0,1,23.992664337158203
270949955,0,0,0,0,1,18.76567840576172
271351535,0,0,0,0,1,21.36232566833496
271753136,0,0,0,0,1,17.975879669189453
272154719,0,0,0,0,1,19.43251609802246
272556265,0,0,0,0,1,20.520320892333984
272957851,0,0,0,0,1,19.83608627319336
273359404,0,0,0,0,1,18.74812889099121
273760996,0,0,0,0,1,20.81854820251465
274162591,0,0,0,0,1,23.519304275512695
274564174,0,0,0,0,1,21.940982818603516
274965777,0,0,0,0,1,17.853012084960938
275367372,0,0,0,0,1,23.045900344848633
275768980,0,0,0,0,1,23.55436897277832
