timestamp (us),measLate,skippedBeat,drNoTrigger,checksumError,measInvalid,gyroX (deg/s),gyroY (deg/s),gyroZ (deg/s),accX (g),accY (g),accZ (g),temperature (degC)
34413415,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9975000023841858,25.0
34815011,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9950000047683716,25.0
35216603,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.100000381469727
35618145,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9950000047683716,25.0
36019731,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.20000000298023224,-0.008750000037252903,-0.11625000089406967,-0.9975000023841858,25.0
36421315,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.0
36822889,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.20000000298023224,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.100000381469727
37224468,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9975000023841858,25.200000762939453
37626045,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.100000381469727
38027655,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.200000762939453
38429237,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.100000381469727
38830821,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,25.399999618530273
39232406,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.009999999776482582,-0.11499999463558197,-0.9975000023841858,25.399999618530273
39633995,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.100000381469727
40035582,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.200000762939453
40437164,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9975000023841858,25.200000762939453
40838744,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,25.399999618530273
41240331,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.200000762939453
41641939,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.399999618530273
42043534,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.399999618530273
42445114,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.200000762939453
42846705,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.200000762939453
43248299,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.399999618530273
43649886,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11625000089406967,-0.9975000023841858,25.200000762939453
44051481,0,1,0,0,0,0.0,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.399999618530273
44453060,0,1,0,0,0,0.0,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9975000023841858,25.399999618530273
44854634,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.5
45256221,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9950000047683716,25.399999618530273
45657805,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9950000047683716,25.200000762939453
46059384,0,1,0,0,0,0.0,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9975000023841858,25.399999618530273
46460925,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9975000023841858,25.399999618530273
46862512,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.399999618530273
47264096,0,1,0,0,0,0.0,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11374999582767487,-0.9950000047683716,25.5
47665638,0,1,0,0,0,0.0,-0.20000000298023224,0.0,-0.007499999832361937,-0.11499999463558197,-0.9975000023841858,25.399999618530273
48067226,0,1,0,0,0,0.0,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11374999582767487,-0.9975000023841858,25.5
48468795,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.399999618530273
48870374,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,25.399999618530273
49271958,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.399999618530273
49673541,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.399999618530273
50075126,0,1,0,0,0,-0.20000000298023224,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.399999618530273
50476712,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.399999618530273
50878307,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9975000023841858,25.399999618530273
51279900,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,25.5
51681508,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.5
52083094,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9975000023841858,25.5
52484689,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.5
52886278,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,25.5
53287869,0,1,0,0,0,0.0,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.399999618530273
53689413,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11374999582767487,-0.9950000047683716,25.600000381469727
54091000,0,1,0,0,0,0.0,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,25.5
54492543,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.5
54894107,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,25.600000381469727
55295717,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9975000023841858,25.600000381469727
55697293,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11749999970197678,-0.9962499737739563,25.600000381469727
56098880,0,1,0,0,0,-0.20000000298023224,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9975000023841858,25.700000762939453
56500463,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.5
56902054,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.80000114440918
57303593,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.5
57705186,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.5
58106777,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.007499999832361937,-0.11625000089406967,-0.9975000023841858,25.600000381469727
58508336,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.007499999832361937,-0.11625000089406967,-0.9975000023841858,25.600000381469727
58909898,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,25.600000381469727
59311495,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,25.700000762939453
59713085,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9975000023841858,25.600000381469727
60114668,0,1,0,0,0,0.0,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.700000762939453
60516213,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.600000381469727
60917793,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.80000114440918
61319373,0,1,0,0,0,0.0,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.700000762939453
61720933,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.700000762939453
62122544,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.80000114440918
62524122,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.80000114440918
62925698,0,1,0,0,0,0.0,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9975000023841858,25.80000114440918
63327239,0,1,0,0,0,-0.30000001192092896,-0.30000001192092896,-0.10000000149011612,-0.009999999776482582,-0.12124999612569809,-0.9962499737739563,25.899999618530273
63728835,0,1,0,0,0,0.10000000149011612,-0.20000000298023224,0.0,-0.00624999962747097,-0.11249999701976776,-0.9975000023841858,25.80000114440918
64130373,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,25.80000114440918
64531967,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,25.700000762939453
64933551,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.80000114440918
65335159,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9950000047683716,25.899999618530273
65736744,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.700000762939453
66138322,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.899999618530273
66539903,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.899999618530273
66941491,0,1,0,0,0,0.0,-0.20000000298023224,-0.10000000149011612,-0.009999999776482582,-0.11374999582767487,-0.9962499737739563,25.80000114440918
67343044,0,1,0,0,0,0.0,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,25.899999618530273
67744630,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,25.80000114440918
68146215,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,25.80000114440918
68547807,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,0.0,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.899999618530273
68949374,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.20000000298023224,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.899999618530273
69350958,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.899999618530273
69752522,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.899999618530273
70154114,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11625000089406967,-0.9950000047683716,25.80000114440918
70555707,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.80000114440918
70957292,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.899999618530273
71358890,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,26.0
71760480,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9975000023841858,26.0
72162087,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,25.899999618530273
72563673,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.80000114440918
72965214,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,25.80000114440918
73366799,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.899999618530273
73768383,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,26.0
74169967,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,26.0
74571550,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.899999618530273
74973138,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.899999618530273
75374738,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9975000023841858,26.0
75776344,0,1,0,0,0,0.0,-0.30000001192092896,-0.10000000149011612,-0.009999999776482582,-0.11499999463558197,-0.9975000023841858,25.899999618530273
76177895,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,26.100000381469727
76579448,0,1,0,0,0,-0.20000000298023224,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,26.0
76981027,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,0.0,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.899999618530273
77382636,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.899999618530273
77784226,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9950000047683716,26.100000381469727
78185806,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,0.0,-0.007499999832361937,-0.11625000089406967,-0.9962499737739563,26.100000381469727
78587400,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,25.899999618530273
78989007,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11625000089406967,-0.9962499737739563,25.899999618530273
79390606,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,26.0
79792187,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,25.899999618530273
80193776,0,1,0,0,0,0.0,-0.20000000298023224,-0.10000000149011612,-0.009999999776482582,-0.11625000089406967,-0.9962499737739563,25.899999618530273
80595346,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,26.100000381469727
80996890,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,0.0,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,26.200000762939453
81398477,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,26.0
81800062,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.009999999776482582,-0.11374999582767487,-0.9975000023841858,26.0
82201665,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,26.200000762939453
82603267,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.009999999776482582,-0.11499999463558197,-0.9962499737739563,26.0
83004859,0,1,0,0,0,0.0,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,26.0
83406427,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.009999999776482582,-0.11499999463558197,-0.9962499737739563,25.899999618530273
83808025,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9975000023841858,26.200000762939453
84209610,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9975000023841858,26.0
84611193,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11625000089406967,-0.9962499737739563,26.200000762939453
85012781,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.009999999776482582,-0.11499999463558197,-0.9962499737739563,26.200000762939453
85414378,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,26.200000762939453
85815966,0,1,0,0,0,0.0,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,26.200000762939453
86217576,0,1,0,0,0,0.0,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,26.0
86619146,0,1,0,0,0,0.0,-0.20000000298023224,0.0,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,26.100000381469727
87020676,0,1,0,0,0,0.0,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11374999582767487,-0.9962499737739563,26.100000381469727
87422274,0,1,0,0,0,0.0,-0.30000001192092896,0.0,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,26.200000762939453
87823805,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,26.200000762939453
88225406,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.009999999776482582,-0.11499999463558197,-0.9962499737739563,26.100000381469727
88626995,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11625000089406967,-0.9962499737739563,26.200000762939453
89028582,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,0.0,-0.008750000037252903,-0.11374999582767487,-0.9987499713897705,26.200000762939453
89430191,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,26.0
89831781,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,26.100000381469727
90233363,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9962499737739563,26.30000114440918
90634944,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,26.200000762939453
91036530,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,26.30000114440918
91438123,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9962499737739563,26.0
91839708,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,26.100000381469727
92241305,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11625000089406967,-0.9975000023841858,26.200000762939453
92642883,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,26.100000381469727
93044490,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,0.0,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,26.200000762939453
93446072,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.00624999962747097,-0.11625000089406967,-0.9950000047683716,26.30000114440918
93847655,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11625000089406967,-0.9975000023841858,26.30000114440918
94249253,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.009999999776482582,-0.11374999582767487,-0.9962499737739563,26.200000762939453
94650842,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,26.30000114440918
95052430,0,1,0,0,0,0.0,-0.20000000298023224,0.0,-0.007499999832361937,-0.11374999582767487,-0.9962499737739563,26.30000114440918
95454017,0,1,0,0,0,0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.00624999962747097,-0.11625000089406967,-0.9962499737739563,26.200000762939453
95855605,0,1,0,0,0,-0.10000000149011612,-0.30000001192092896,-0.10000000149011612,-0.008750000037252903,-0.11249999701976776,-0.9975000023841858,26.200000762939453
96257224,0,1,0,0,0,0.0,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11374999582767487,-0.9962499737739563,26.30000114440918
96658781,0,1,0,0,0,-0.10000000149011612,-0.20000000298023224,-0.10000000149011612,-0.008750000037252903,-0.11499999463558197,-0.9975000023841858,26.30000114440918
97060366,0,1,0,0,0,-0.20000000298023224,-0.30000001192092896,-0.10000000149011612,-0.007499999832361937,-0.11499999463558197,-0.9962499737739563,26.0
