timestamp (us),measLate,skippedBeat,drNoTrigger,checksumError,measInvalid,Load (N)
85840892,1,1,0,0,1,8135.1630859375
86242508,1,1,0,0,1,7493.66748046875
86644059,1,1,0,0,1,8092.15771484375
87045608,1,1,0,0,1,7798.2880859375
87447202,1,1,0,0,1,8314.3515625
87848792,1,1,0,0,1,7737.3642578125
88250339,1,1,0,0,1,7783.953125
88651923,1,1,0,0,1,7798.2880859375
89053513,1,1,0,0,1,7540.2568359375
89455124,1,1,0,0,1,7930.8876953125
89856710,1,1,0,0,1,8235.5087890625
90258294,1,1,0,0,1,8235.5087890625
90659877,1,1,0,0,1,8153.08154296875
91061463,1,1,0,0,1,8056.31982421875
91463005,1,1,0,0,1,7565.34326171875
91864586,1,1,0,0,1,8260.5947265625
92266134,1,1,0,0,1,8196.0869140625
92667722,1,1,0,0,1,8092.15771484375
93069332,1,1,0,0,1,7479.33251953125
93470929,1,1,0,0,1,7633.4345703125
93872519,1,1,0,0,1,7794.70458984375
94274106,1,1,0,0,1,8210.421875
94675687,1,1,0,0,1,7766.0341796875
95077269,1,1,0,0,1,8074.23876953125
95478858,1,1,0,0,1,8034.8173828125
95880448,1,1,0,0,1,7905.80126953125
96282057,1,1,0,0,1,7701.5263671875
