timestamp (us),measLate,skippedBeat,drNoTrigger,checksumError,measInvalid,Load (N)
51706188,1,1,0,0,1,7816.20703125
52107772,1,1,0,0,1,8095.7412109375
52509354,1,1,0,0,1,7551.0078125
52910905,1,1,0,0,1,7895.05029296875
53312487,1,1,0,0,1,7841.29345703125
53714076,1,1,0,0,1,7536.6728515625
54115668,1,1,0,0,1,8084.990234375
54517251,1,1,0,0,1,8145.9140625
54918855,1,1,0,0,1,8138.74658203125
55320464,1,1,0,0,1,7912.96875
55722055,1,1,0,0,1,7948.806640625
56123641,1,1,0,0,1,7461.41357421875
56525219,1,1,0,0,1,7128.123046875
56926801,1,1,0,0,1,8045.568359375
57328382,1,1,0,0,1,7848.4609375
57729961,1,1,0,0,1,8145.9140625
58131567,1,1,0,0,1,8192.5029296875
58533167,1,1,0,0,1,7959.55810546875
58934750,1,1,0,0,1,8006.14697265625
59336328,1,1,0,0,1,7998.9794921875
59737918,1,1,0,0,1,8203.2548828125
60139514,1,1,0,0,1,8110.07666015625
60541102,1,1,0,0,1,8138.74658203125
60942698,1,1,0,0,1,8049.15234375
61344279,1,1,0,0,1,8163.8330078125
61745867,1,1,0,0,1,7898.6337890625
62147464,1,1,0,0,1,7733.7802734375
62549051,1,1,0,0,1,7934.4716796875
62950645,1,1,0,0,1,8174.58447265625
63352224,1,1,0,0,1,7662.10498046875
63753808,1,1,0,0,1,8217.58984375
64155410,1,1,0,0,1,8135.1630859375
64557005,1,1,0,0,1,7490.083984375
64958591,1,1,0,0,1,7991.81201171875
65360178,1,1,0,0,1,7794.70458984375
65761724,1,1,0,0,1,7708.69384765625
66163305,1,1,0,0,1,8034.8173828125
66564895,1,1,0,0,1,7508.0029296875
66966488,1,1,0,0,1,7680.02392578125
67368072,1,1,0,0,1,7597.59716796875
67769623,1,1,0,0,1,7783.953125
68171202,1,1,0,0,1,7386.154296875
68572794,1,1,0,0,1,8041.98486328125
68974402,1,1,0,0,1,7823.37451171875
69375992,1,1,0,0,1,8027.64990234375
69777566,1,1,0,0,1,7991.81201171875
70179148,1,1,0,0,1,8590.3017578125
70580734,1,1,0,0,1,8206.837890625
70982331,1,1,0,0,1,7493.66748046875
71383917,1,1,0,0,1,8464.8701171875
71785470,1,1,0,0,1,7988.22802734375
72187098,1,1,0,0,1,7966.7255859375
72588690,1,1,0,0,1,7414.82470703125
72990279,1,1,0,0,1,7253.5546875
73391870,1,1,0,0,1,7558.17529296875
73793458,1,1,0,0,1,8006.14697265625
74195044,1,1,0,0,1,7945.22314453125
74596633,1,1,0,0,1,8131.5791015625
74998228,1,1,0,0,1,8153.08154296875
75399812,1,1,0,0,1,8210.421875
75801416,1,1,0,0,1,8163.8330078125
76202996,1,1,0,0,1,8178.16796875
76604587,1,1,0,0,1,8013.314453125
77006180,1,1,0,0,1,8203.2548828125
77407762,1,1,0,0,1,8156.66552734375
77809309,1,1,0,0,1,8206.837890625
78210890,1,1,0,0,1,8221.173828125
78612440,1,1,0,0,1,8024.06591796875
79014042,1,1,0,0,1,7529.50537109375
79415627,1,1,0,0,1,7912.96875
79817219,1,1,0,0,1,7823.37451171875
80218787,1,1,0,0,1,8722.9013671875
80620377,1,1,0,0,1,8063.4873046875
81021972,1,1,0,0,1,8206.837890625
81423501,1,1,0,0,1,8224.7568359375
81825101,1,1,0,0,1,7834.1259765625
82226683,1,1,0,0,1,8264.1787109375
82628300,1,1,0,0,1,8160.2490234375
83029886,1,1,0,0,1,8120.82763671875
83431475,1,1,0,0,1,7511.58642578125
83833058,1,1,0,0,1,7690.77490234375
84234641,1,1,0,0,1,7468.5810546875
84636194,1,1,0,0,1,7332.39794921875
85037765,1,1,0,0,1,7518.75390625
85439313,1,1,0,0,1,7755.283203125
