timestamp (us),measLate,skippedBeat,drNoTrigger,checksumError,measInvalid,pressure (PSI)
221579264,0,0,0,0,1,50.351078033447266
221980827,0,0,0,0,1,40.91376495361328
222382426,0,0,0,0,1,46.510746002197266
222784018,0,0,0,0,1,43.26512908935547
223185641,0,0,0,0,1,50.20198059082031
223587201,0,0,0,0,1,55.0831298828125
223988795,0,0,0,0,1,43.862152099609375
224791983,0,0,0,0,1,27.673694610595703
225193591,0,0,0,0,1,28.082292556762695
225595187,0,0,0,0,1,26.090084075927734
225996771,0,0,0,0,1,30.63529396057129
226398348,0,0,0,0,1,32.957462310791016
226799954,0,0,0,0,1,23.534832000732422
227201546,0,0,0,0,1,31.83477783203125
227603143,0,0,0,0,1,29.001514434814453
228004741,0,0,0,0,1,29.665300369262695
228406335,0,0,0,0,1,30.839481353759766
228807951,0,0,0,0,1,31.5540714263916
229209530,0,0,0,0,1,30.073740005493164
229611087,0,0,0,0,1,30.81395721435547
230012714,0,0,0,0,1,26.524351119995117
230414309,0,0,0,0,1,28.031219482421875
230815904,0,0,0,0,1,25.32364273071289
231217501,0,0,0,0,1,30.405574798583984
231619094,0,0,0,0,1,27.367229461669922
232020688,0,0,0,0,1,31.043659210205078
232422245,0,0,0,0,1,29.792940139770508
232823843,0,0,0,0,1,28.975982666015625
233225475,0,0,0,0,1,28.261045455932617
233627061,0,0,0,0,1,30.022687911987305
234028658,0,0,0,0,1,26.75423812866211
234430212,0,0,0,0,1,26.652067184448242
234831804,0,0,0,0,1,27.086284637451172
235233398,0,0,0,0,1,26.703153610229492
235634995,0,0,0,0,1,27.2139892578125
236036604,0,0,0,0,1,31.5540714263916
236438204,0,0,0,0,1,28.567461013793945
236839826,0,0,0,0,1,29.94610595703125
237241423,0,0,0,0,1,31.809261322021484
237643015,0,0,0,0,1,29.895050048828125
238044613,0,0,0,0,1,32.753353118896484
238446206,0,0,0,0,1,30.711862564086914
238847800,0,0,0,0,1,30.022687911987305
239249390,0,0,0,0,1,28.465322494506836
239650990,0,0,0,0,1,26.932832717895508
240052599,0,0,0,0,1,27.929073333740234
240454230,0,0,0,0,1,32.80438232421875
240855823,0,0,0,0,1,32.49821090698242
241257423,0,0,0,0,1,27.673694610595703
241659021,0,0,0,0,1,23.66262435913086
242060619,0,0,0,0,1,29.614240646362305
242462227,0,0,0,0,1,31.273351669311523
242863821,0,0,0,0,1,31.50303077697754
243265411,0,0,0,0,1,29.435537338256836
243667041,0,0,0,0,1,35.227630615234375
244068641,0,0,0,0,1,28.490856170654297
244470237,0,0,0,0,1,29.129173278808594
244871839,0,0,0,0,1,30.584245681762695
245273407,0,0,0,0,1,27.980146408081055
245675002,0,0,0,0,1,28.720661163330078
246076562,0,0,0,0,1,24.557090759277344
246478170,0,0,0,0,1,34.28396224975586
246879767,0,0,0,0,1,26.80532455444336
247281374,0,0,0,0,1,23.66262435913086
247682934,0,0,0,0,1,31.324392318725586
248084493,0,0,0,0,1,24.633747100830078
248486065,0,0,0,0,1,29.28235626220703
248887665,0,0,0,0,1,26.166719436645508
249289258,0,0,0,0,1,30.17584228515625
249690856,0,0,0,0,1,23.355918884277344
250092458,0,0,0,0,1,31.37543296813965
250494084,0,0,0,0,1,32.60026550292969
250895686,0,0,0,0,1,30.201370239257812
251297297,0,0,0,0,1,27.980146408081055
251698888,0,0,0,0,1,30.456623077392578
252100491,0,0,0,0,1,30.66081428527832
252502085,0,0,0,0,1,23.5092716217041
252903690,0,0,0,0,1,33.23809051513672
253305294,0,0,0,0,1,28.567461013793945
253706884,0,0,0,0,1,35.176422119140625
254108499,0,0,0,0,1,26.5754337310791
254510108,0,0,0,0,1,31.42647361755371
254911710,0,0,0,0,1,33.74829864501953
255313306,0,0,0,0,1,25.09368896484375
255714895,0,0,0,0,1,32.01340103149414
256116489,0,0,0,0,1,33.51871109008789
256518106,0,0,0,0,1,31.043659210205078
256919698,0,0,0,0,1,26.83086585998535
257321313,0,0,0,0,1,30.201370239257812
257722904,0,0,0,0,1,25.246994018554688
258124504,0,0,0,0,1,28.363183975219727
258526102,0,0,0,0,1,26.54989242553711
258927683,0,0,0,0,1,26.93303680419922
259329236,0,0,0,0,1,28.695127487182617
259730830,0,0,0,0,1,31.120222091674805
260132435,0,0,0,0,1,26.93303680419922
260534049,0,0,0,0,1,34.615543365478516
260935681,0,0,0,0,1,26.907495498657227
261337236,0,0,0,0,1,29.997159957885742
261738817,0,0,0,0,1,28.7717227935791
262140418,0,0,0,0,1,22.537931442260742
262542021,0,0,0,0,1,30.81395721435547
262943626,0,0,0,0,1,27.724775314331055
263345226,0,0,0,0,1,34.76856994628906
264148472,0,0,0,0,1,26.529653549194336
264550069,0,0,0,0,1,24.051937103271484
264951675,0,0,0,0,1,19.6053524017334
265353270,0,0,0,0,1,19.297836303710938
265754857,0,0,0,0,1,19.40034294128418
266156438,0,0,0,0,1,21.982826232910156
266557999,0,0,0,0,1,20.568777084350586
266959600,0,0,0,0,1,24.441082000732422
267361154,0,0,0,0,1,23.84711265563965
267762766,0,0,0,0,1,23.007246017456055
268164303,0,0,0,0,1,22.597503662109375
268565884,0,0,0,0,1,21.613983154296875
268967481,0,0,0,0,1,21.019678115844727
269369070,0,0,0,0,1,21.019678115844727
269770657,0,0,0,0,1,19.297836303710938
270172257,0,0,0,0,1,21.491031646728516
270573847,0,0,0,0,1,25.301185607910156
270975465,0,0,0,0,1,23.744699478149414
271377067,0,0,0,0,1,20.568777084350586
271778646,0,0,0,0,1,21.552507400512695
272180236,0,0,0,0,1,23.826631546020508
272581828,0,0,0,0,1,23.109676361083984
272983428,0,0,0,0,1,21.79840850830078
273385028,0,0,0,0,1,22.20821762084961
273786642,0,0,0,0,1,15.052078247070312
274188222,0,0,0,0,1,26.775312423706055
274589841,0,0,0,0,1,24.27723503112793
274991434,0,0,0,0,1,24.666358947753906
275393036,0,0,0,0,1,21.90086555480957
