timestamp (us),measLate,skippedBeat,drNoTrigger,checksumError,measInvalid,temperature (degC)
27610978,0,0,0,0,1,396.1875
66966218,0,0,0,0,1,418.6875
106321592,0,0,0,0,1,436.0625
145677927,0,0,0,0,1,448.28125
185034233,0,0,0,0,1,462.75
224390391,0,0,0,0,1,472.0
263746820,0,0,0,0,1,478.96875
303103073,0,0,0,0,1,481.375
342459127,0,0,0,0,1,485.34375
381815002,0,0,0,0,1,487.8125
