timestamp (us),measLate,skippedBeat,drNoTrigger,checksumError,measInvalid,temperature (degC)
15465753,0,0,0,0,0,11.96875
15519475,0,0,0,0,0,11.9375
15573164,0,0,0,0,0,11.96875
15625874,0,0,0,0,0,11.96875
15679571,0,0,0,0,0,11.96875
15734273,0,0,0,0,0,11.96875
15788829,0,0,0,0,0,11.96875
15841375,0,0,0,0,0,11.96875
15895128,0,0,0,0,0,11.9375
15948812,0,0,0,0,0,11.9375
16001331,0,0,0,0,0,11.9375
16055053,0,0,0,0,0,11.9375
16108719,0,0,0,0,0,11.96875
16161917,0,0,0,0,0,11.96875
16215534,0,0,0,0,0,11.9375
16269569,0,0,0,0,0,11.96875
16322264,0,0,0,0,0,11.9375
16375957,0,0,0,0,0,11.96875
16430210,0,0,0,0,0,11.9375
16483800,0,0,0,0,0,11.9375
16537314,0,0,0,0,0,11.96875
16590851,0,0,0,0,0,11.9375
16643518,0,0,0,0,0,12.0
16698616,0,0,0,0,0,11.9375
16752159,0,0,0,0,0,11.96875
16804821,0,0,0,0,0,11.96875
16858906,0,0,0,0,0,11.96875
16912960,0,0,0,0,0,11.96875
16965457,0,0,0,0,0,11.9375
17019164,0,0,0,0,0,11.96875
17072864,0,0,0,0,0,11.96875
17125358,0,0,0,0,0,11.96875
17179018,0,0,0,0,0,11.9375
17232769,0,0,0,0,0,11.96875
17285933,0,0,0,0,0,11.96875
17339539,0,0,0,0,0,11.96875
17393120,0,0,0,0,0,11.96875
17445836,0,0,0,0,0,11.96875
17499380,0,0,0,0,0,11.9375
17553424,0,0,0,0,0,11.96875
17605938,0,0,0,0,0,11.96875
17659665,0,0,0,0,0,11.96875
17713344,0,0,0,0,0,11.96875
17766037,0,0,0,0,0,11.96875
17819770,0,0,0,0,0,11.96875
17873472,0,0,0,0,0,11.96875
17927742,0,0,0,0,0,11.96875
17980391,0,0,0,0,0,11.96875
18034032,0,0,0,0,0,11.96875
18088494,0,0,0,0,0,11.96875
18140989,0,0,0,0,0,11.96875
18195738,0,0,0,0,0,11.96875
18249343,0,0,0,0,0,11.96875
18302090,0,0,0,0,0,11.96875
18355771,0,0,0,0,0,11.9375
18409797,0,0,0,0,0,11.96875
18462470,0,0,0,0,0,11.96875
18517647,0,0,0,0,0,11.96875
18571376,0,0,0,0,0,12.0
18623915,0,0,0,0,0,11.96875
18677461,0,0,0,0,0,12.0
18731701,0,0,0,0,0,12.0
18784242,0,0,0,0,0,12.0
18837770,0,0,0,0,0,11.96875
18891311,0,0,0,0,0,11.96875
18943801,0,0,0,0,0,12.0
18997486,0,0,0,0,0,11.96875
19051209,0,0,0,0,0,11.96875
19104907,0,0,0,0,0,11.96875
19158635,0,0,0,0,0,12.0
19212837,0,0,0,0,0,11.96875
19265355,0,0,0,0,0,11.96875
19318867,0,0,0,0,0,12.0
19372391,0,0,0,0,0,12.0
19424883,0,0,0,0,0,11.96875
19478595,0,0,0,0,0,11.96875
19532278,0,0,0,0,0,11.96875
19585488,0,0,0,0,0,11.96875
19639040,0,0,0,0,0,12.0
19692560,0,0,0,0,0,12.0
19745048,0,0,0,0,0,11.96875
19800308,0,0,0,0,0,12.0
19854026,0,0,0,0,0,12.0
19907834,0,0,0,0,0,11.96875
19960867,0,0,0,0,0,11.96875
20014420,0,0,0,0,0,12.0
20068383,0,0,0,0,0,12.0
20121034,0,0,0,0,0,12.0
20174672,0,0,0,0,0,11.96875
20228321,0,0,0,0,0,11.96875
20281012,0,0,0,0,0,11.96875
20335138,0,0,0,0,0,11.96875
20388649,0,0,0,0,0,12.0
20442338,0,0,0,0,0,11.96875
20495963,0,0,0,0,0,12.0
20550229,0,0,0,0,0,12.0
20602726,0,0,0,0,0,12.0
20656416,0,0,0,0,0,11.96875
20710123,0,0,0,0,0,12.0
20762773,0,0,0,0,0,12.0
20816288,0,0,0,0,0,12.0
20869824,0,0,0,0,0,12.0
20922552,0,0,0,0,0,12.0
20976089,0,0,0,0,0,12.0
21030328,0,0,0,0,0,12.0
21082847,0,0,0,0,0,12.0
21136486,0,0,0,0,0,12.0
21190733,0,0,0,0,0,12.0
21243810,0,0,0,0,0,11.96875
21297345,0,0,0,0,0,12.0
21351561,0,0,0,0,0,11.96875
21404219,0,0,0,0,0,11.96875
21457743,0,0,0,0,0,12.0
21511307,0,0,0,0,0,12.0
21563811,0,0,0,0,0,12.0
21617451,0,0,0,0,0,12.0
21671039,0,0,0,0,0,12.03125
21723551,0,0,0,0,0,12.0
21777273,0,0,0,0,0,12.0
21830809,0,0,0,0,0,12.0
21883315,0,0,0,0,0,11.96875
21936832,0,0,0,0,0,12.0
21991575,0,0,0,0,0,12.03125
22044098,0,0,0,0,0,12.0
22097728,0,0,0,0,0,12.0
22151495,0,0,0,0,0,12.0
22204104,0,0,0,0,0,12.0
22257851,0,0,0,0,0,12.0
22312543,0,0,0,0,0,12.0
22365044,0,0,0,0,0,11.96875
22419254,0,0,0,0,0,12.0
22472892,0,0,0,0,0,12.0
22525392,0,0,0,0,0,12.0
22579068,0,0,0,0,0,12.0
22632801,0,0,0,0,0,12.03125
22685968,0,0,0,0,0,12.0
22739550,0,0,0,0,0,12.0
22793107,0,0,0,0,0,12.0
22845861,0,0,0,0,0,12.03125
22899584,0,0,0,0,0,12.0
22954309,0,0,0,0,0,12.0
23008863,0,0,0,0,0,12.0
23061370,0,0,0,0,0,12.0
23114887,0,0,0,0,0,12.0
23168413,0,0,0,0,0,12.0
23221062,0,0,0,0,0,12.0
23274711,0,0,0,0,0,12.03125
23328362,0,0,0,0,0,12.03125
23380956,0,0,0,0,0,12.0
23435528,0,0,0,0,0,12.03125
23489554,0,0,0,0,0,12.03125
23542251,0,0,0,0,0,12.03125
23595798,0,0,0,0,0,12.03125
23649846,0,0,0,0,0,12.03125
23702350,0,0,0,0,0,12.0
23756054,0,0,0,0,0,12.03125
23809786,0,0,0,0,0,12.03125
23862452,0,0,0,0,0,12.0
23916200,0,0,0,0,0,12.03125
23969741,0,0,0,0,0,12.0
24022426,0,0,0,0,0,12.0
24075939,0,0,0,0,0,12.03125
24130474,0,0,0,0,0,12.03125
24183186,0,0,0,0,0,12.0
24236696,0,0,0,0,0,12.03125
24290251,0,0,0,0,0,12.0
24342763,0,0,0,0,0,12.0
24396489,0,0,0,0,0,12.03125
24450191,0,0,0,0,0,12.03125
24503908,0,0,0,0,0,12.03125
24557553,0,0,0,0,0,12.0
24612121,0,0,0,0,0,12.0
24664799,0,0,0,0,0,12.03125
24718376,0,0,0,0,0,12.03125
24772416,0,0,0,0,0,12.03125
24825103,0,0,0,0,0,12.03125
24879261,0,0,0,0,0,12.0
24932810,0,0,0,0,0,12.03125
24985478,0,0,0,0,0,12.0
25039136,0,0,0,0,0,12.03125
25092674,0,0,0,0,0,12.0625
25145330,0,0,0,0,0,12.03125
25199516,0,0,0,0,0,12.03125
25253564,0,0,0,0,0,12.03125
25306220,0,0,0,0,0,12.03125
25359856,0,0,0,0,0,12.03125
25413572,0,0,0,0,0,12.03125
25466208,0,0,0,0,0,12.03125
25519753,0,0,0,0,0,12.03125
25573442,0,0,0,0,0,12.03125
25627746,0,0,0,0,0,12.03125
25680441,0,0,0,0,0,12.03125
25735496,0,0,0,0,0,12.03125
25789539,0,0,0,0,0,12.0625
25842213,0,0,0,0,0,12.03125
25895891,0,0,0,0,0,12.03125
25949940,0,0,0,0,0,12.03125
26002634,0,0,0,0,0,12.03125
26056209,0,0,0,0,0,12.03125
26109728,0,0,0,0,0,12.03125
26163437,0,0,0,0,0,12.03125
26217135,0,0,0,0,0,12.03125
26271854,0,0,0,0,0,12.03125
26324423,0,0,0,0,0,12.0625
26377959,0,0,0,0,0,12.03125
26432738,0,0,0,0,0,12.03125
26485787,0,0,0,0,0,12.03125
26539350,0,0,0,0,0,12.03125
26592888,0,0,0,0,0,12.03125
26645553,0,0,0,0,0,12.03125
26700698,0,0,0,0,0,12.03125
26754444,0,0,0,0,0,12.03125
26808524,0,0,0,0,0,12.0625
26861049,0,0,0,0,0,12.03125
26914771,0,0,0,0,0,12.0625
26969011,0,0,0,0,0,12.03125
27021683,0,0,0,0,0,12.0625
27075388,0,0,0,0,0,12.0625
27128929,0,0,0,0,0,12.03125
27181634,0,0,0,0,0,12.0625
27235250,0,0,0,0,0,12.0625
27288804,0,0,0,0,0,12.03125
27341308,0,0,0,0,0,12.0625
27394999,0,0,0,0,0,12.03125
27449062,0,0,0,0,0,12.03125
27501762,0,0,0,0,0,12.03125
27555471,0,0,0,0,0,12.03125
27609678,0,0,0,0,0,12.0625
27662711,0,0,0,0,0,12.0625
27716326,0,0,0,0,0,12.03125
27770869,0,0,0,0,0,12.0625
27823524,0,0,0,0,0,12.03125
27878589,0,0,0,0,0,12.0625
27932141,0,0,0,0,0,12.03125
27984815,0,0,0,0,0,12.0625
28039047,0,0,0,0,0,12.0625
28093256,0,0,0,0,0,12.03125
28148413,0,0,0,0,0,12.0625
28201114,0,0,0,0,0,12.0625
28254775,0,0,0,0,0,12.03125
28309332,0,0,0,0,0,12.0625
28362024,0,0,0,0,0,12.0625
28416682,0,0,0,0,0,12.03125
28470202,0,0,0,0,0,12.09375
28523954,0,0,0,0,0,12.03125
28577500,0,0,0,0,0,12.0625
28631045,0,0,0,0,0,12.0625
28683712,0,0,0,0,0,12.0625
28737373,0,0,0,0,0,12.0625
28792118,0,0,0,0,0,12.0625
28844628,0,0,0,0,0,12.0625
28898259,0,0,0,0,0,12.0625
28951776,0,0,0,0,0,12.0625
29004940,0,0,0,0,0,12.0625
29058553,0,0,0,0,0,12.0625
29112113,0,0,0,0,0,12.0625
29164788,0,0,0,0,0,12.0625
29218438,0,0,0,0,0,12.0625
29272701,0,0,0,0,0,12.0625
29325223,0,0,0,0,0,12.0625
29378810,0,0,0,0,0,12.0625
29432567,0,0,0,0,0,12.03125
29485206,0,0,0,0,0,12.0625
29538946,0,0,0,0,0,12.03125
29594078,0,0,0,0,0,12.0625
29647939,0,0,0,0,0,12.0625
29700466,0,0,0,0,0,12.09375
29755736,0,0,0,0,0,12.09375
29809438,0,0,0,0,0,12.0625
29862129,0,0,0,0,0,12.0625
29915806,0,0,0,0,0,12.0625
29970875,0,0,0,0,0,12.0625
30023554,0,0,0,0,0,12.0625
30077616,0,0,0,0,0,12.0625
30131138,0,0,0,0,0,12.0625
30183820,0,0,0,0,0,12.0625
30237501,0,0,0,0,0,12.0625
30291185,0,0,0,0,0,12.0625
30344318,0,0,0,0,0,12.0625
30397835,0,0,0,0,0,12.09375
30451873,0,0,0,0,0,12.0625
30504619,0,0,0,0,0,12.0625
30558667,0,0,0,0,0,12.0625
30612178,0,0,0,0,0,12.0625
30664829,0,0,0,0,0,12.0625
30719048,0,0,0,0,0,12.09375
30773753,0,0,0,0,0,12.09375
30827759,0,0,0,0,0,12.09375
30880283,0,0,0,0,0,12.09375
30933811,0,0,0,0,0,12.0625
30987716,0,0,0,0,0,12.0625
31040230,0,0,0,0,0,12.0625
31093790,0,0,0,0,0,12.0625
31149015,0,0,0,0,0,12.0625
31201524,0,0,0,0,0,12.09375
31255082,0,0,0,0,0,12.0625
31308790,0,0,0,0,0,12.09375
31361912,0,0,0,0,0,12.0625
31415665,0,0,0,0,0,12.0625
31469335,0,0,0,0,0,12.09375
31522050,0,0,0,0,0,12.09375
31575752,0,0,0,0,0,12.0625
31629282,0,0,0,0,0,12.0625
31681966,0,0,0,0,0,12.09375
31736005,0,0,0,0,0,12.09375
31789543,0,0,0,0,0,12.09375
31842203,0,0,0,0,0,12.09375
31895776,0,0,0,0,0,12.09375
31949322,0,0,0,0,0,12.0625
32001830,0,0,0,0,0,12.09375
32055514,0,0,0,0,0,12.09375
32109193,0,0,0,0,0,12.0625
32162207,0,0,0,0,0,12.09375
32215906,0,0,0,0,0,12.0625
32269599,0,0,0,0,0,12.09375
32322275,0,0,0,0,0,12.0625
32375834,0,0,0,0,0,12.09375
32430397,0,0,0,0,0,12.0625
32482879,0,0,0,0,0,12.09375
32536577,0,0,0,0,0,12.09375
32590274,0,0,0,0,0,12.09375
32642761,0,0,0,0,0,12.09375
32696451,0,0,0,0,0,12.09375
32750118,0,0,0,0,0,12.09375
32802838,0,0,0,0,0,12.09375
32856378,0,0,0,0,0,12.09375
32909897,0,0,0,0,0,12.09375
32962403,0,0,0,0,0,12.09375
33016155,0,0,0,0,0,12.0625
33069828,0,0,0,0,0,12.0625
33122561,0,0,0,0,0,12.09375
33177205,0,0,0,0,0,12.09375
33230723,0,0,0,0,0,12.09375
33284432,0,0,0,0,0,12.09375
33338003,0,0,0,0,0,12.09375
33391538,0,0,0,0,0,12.09375
33444216,0,0,0,0,0,12.09375
33497735,0,0,0,0,0,12.09375
33551305,0,0,0,0,0,12.0625
33603811,0,0,0,0,0,12.09375
33657558,0,0,0,0,0,12.09375
33711186,0,0,0,0,0,12.09375
33764909,0,0,0,0,0,12.09375
33818466,0,0,0,0,0,12.125
33871998,0,0,0,0,0,12.09375
33924495,0,0,0,0,0,12.09375
33978205,0,0,0,0,0,12.09375
34031910,0,0,0,0,0,12.09375
34084606,0,0,0,0,0,12.09375
34138129,0,0,0,0,0,12.09375
34191673,0,0,0,0,0,12.09375
34244183,0,0,0,0,0,12.09375
34297884,0,0,0,0,0,12.09375
34352447,0,0,0,0,0,12.09375
34405981,0,0,0,0,0,12.125
34459500,0,0,0,0,0,12.09375
34514196,0,0,0,0,0,12.09375
34567949,0,0,0,0,0,12.09375
34620615,0,0,0,0,0,12.125
34674248,0,0,0,0,0,12.09375
34728338,0,0,0,0,0,12.09375
34781057,0,0,0,0,0,12.09375
34834578,0,0,0,0,0,12.09375
34888532,0,0,0,0,0,12.09375
34941034,0,0,0,0,0,12.09375
34994715,0,0,0,0,0,12.09375
35048376,0,0,0,0,0,12.09375
35100906,0,0,0,0,0,12.125
35154450,0,0,0,0,0,12.09375
35208327,0,0,0,0,0,12.09375
35260996,0,0,0,0,0,12.09375
35316168,0,0,0,0,0,12.09375
35369725,0,0,0,0,0,12.09375
35422392,0,0,0,0,0,12.09375
35476003,0,0,0,0,0,12.125
35530572,0,0,0,0,0,12.125
35583282,0,0,0,0,0,12.09375
35636850,0,0,0,0,0,12.09375
35690379,0,0,0,0,0,12.09375
35743051,0,0,0,0,0,12.09375
35797231,0,0,0,0,0,12.09375
35850787,0,0,0,0,0,12.09375
35903461,0,0,0,0,0,12.125
35957072,0,0,0,0,0,12.125
36010810,0,0,0,0,0,12.09375
36063506,0,0,0,0,0,12.125
36118734,0,0,0,0,0,12.09375
36172385,0,0,0,0,0,12.125
36224883,0,0,0,0,0,12.125
36278562,0,0,0,0,0,12.09375
36332243,0,0,0,0,0,12.125
36385951,0,0,0,0,0,12.125
36439673,0,0,0,0,0,12.125
36493200,0,0,0,0,0,12.125
36545884,0,0,0,0,0,12.125
36599522,0,0,0,0,0,12.09375
36653068,0,0,0,0,0,12.125
36705802,0,0,0,0,0,12.125
36759342,0,0,0,0,0,12.125
36812864,0,0,0,0,0,12.125
36865532,0,0,0,0,0,12.125
36919666,0,0,0,0,0,12.125
36973193,0,0,0,0,0,12.09375
37025885,0,0,0,0,0,12.09375
37079617,0,0,0,0,0,12.15625
37133337,0,0,0,0,0,12.125
37185991,0,0,0,0,0,12.125
37239671,0,0,0,0,0,12.125
37293402,0,0,0,0,0,12.125
37346077,0,0,0,0,0,12.125
37400853,0,0,0,0,0,12.125
37454589,0,0,0,0,0,12.125
37508585,0,0,0,0,0,12.125
37561098,0,0,0,0,0,12.125
37614628,0,0,0,0,0,12.125
37668522,0,0,0,0,0,12.125
37721235,0,0,0,0,0,12.125
37774963,0,0,0,0,0,12.09375
37828632,0,0,0,0,0,12.125
37881178,0,0,0,0,0,12.125
37934693,0,0,0,0,0,12.09375
37988343,0,0,0,0,0,12.125
38040990,0,0,0,0,0,12.125
38095127,0,0,0,0,0,12.125
38148674,0,0,0,0,0,12.125
38201854,0,0,0,0,0,12.15625
38255398,0,0,0,0,0,12.125
38308999,0,0,0,0,0,12.125
38361652,0,0,0,0,0,12.15625
38415233,0,0,0,0,0,12.125
38468865,0,0,0,0,0,12.125
38521517,0,0,0,0,0,12.15625
38575780,0,0,0,0,0,12.125
38630333,0,0,0,0,0,12.125
38682981,0,0,0,0,0,12.125
38737553,0,0,0,0,0,12.125
38791577,0,0,0,0,0,12.15625
38844226,0,0,0,0,0,12.125
38897737,0,0,0,0,0,12.125
38951310,0,0,0,0,0,12.125
39003819,0,0,0,0,0,12.125
39057495,0,0,0,0,0,12.125
39111291,0,0,0,0,0,12.125
39163992,0,0,0,0,0,12.125
39217540,0,0,0,0,0,12.125
39271786,0,0,0,0,0,12.125
39324418,0,0,0,0,0,12.15625
39377958,0,0,0,0,0,12.125
39432697,0,0,0,0,0,12.125
39485219,0,0,0,0,0,12.125
39538816,0,0,0,0,0,12.125
39592498,0,0,0,0,0,12.15625
39645082,0,0,0,0,0,12.125
39699637,0,0,0,0,0,12.15625
39753197,0,0,0,0,0,12.15625
39805891,0,0,0,0,0,12.125
39859434,0,0,0,0,0,12.125
39913460,0,0,0,0,0,12.125
39966164,0,0,0,0,0,12.15625
40019730,0,0,0,0,0,12.15625
40073292,0,0,0,0,0,12.125
40128372,0,0,0,0,0,12.125
40181031,0,0,0,0,0,12.125
40235081,0,0,0,0,0,12.125
40288644,0,0,0,0,0,12.15625
40342325,0,0,0,0,0,12.15625
40396003,0,0,0,0,0,12.125
40450255,0,0,0,0,0,12.15625
40503414,0,0,0,0,0,12.15625
40556926,0,0,0,0,0,12.15625
40610623,0,0,0,0,0,12.15625
40663181,0,0,0,0,0,12.15625
40716703,0,0,0,0,0,12.15625
40770259,0,0,0,0,0,12.125
40822904,0,0,0,0,0,12.15625
40876564,0,0,0,0,0,12.15625
40931099,0,0,0,0,0,12.125
40983837,0,0,0,0,0,12.125
41037403,0,0,0,0,0,12.15625
41090939,0,0,0,0,0,12.15625
41143606,0,0,0,0,0,12.15625
41197291,0,0,0,0,0,12.15625
41250846,0,0,0,0,0,12.125
41303502,0,0,0,0,0,12.15625
41358099,0,0,0,0,0,12.15625
41411631,0,0,0,0,0,12.125
41464309,0,0,0,0,0,12.15625
41517991,0,0,0,0,0,12.125
41571529,0,0,0,0,0,12.15625
41624185,0,0,0,0,0,12.15625
41677843,0,0,0,0,0,12.15625
41731357,0,0,0,0,0,12.1875
41783860,0,0,0,0,0,12.125
41837606,0,0,0,0,0,12.1875
41891114,0,0,0,0,0,12.15625
41943617,0,0,0,0,0,12.15625
41997325,0,0,0,0,0,12.15625
42050873,0,0,0,0,0,12.15625
42103436,0,0,0,0,0,12.15625
42157179,0,0,0,0,0,12.15625
42210881,0,0,0,0,0,12.15625
42263558,0,0,0,0,0,12.15625
42318316,0,0,0,0,0,12.15625
42371826,0,0,0,0,0,12.15625
42424509,0,0,0,0,0,12.125
42478560,0,0,0,0,0,12.15625
42532811,0,0,0,0,0,12.15625
42585950,0,0,0,0,0,12.15625
42639464,0,0,0,0,0,12.15625
42693669,0,0,0,0,0,12.15625
42746328,0,0,0,0,0,12.15625
42799845,0,0,0,0,0,12.1875
42853358,0,0,0,0,0,12.125
42906013,0,0,0,0,0,12.15625
42959695,0,0,0,0,0,12.15625
43013218,0,0,0,0,0,12.15625
43065903,0,0,0,0,0,12.15625
43119530,0,0,0,0,0,12.15625
43173751,0,0,0,0,0,12.15625
43228325,0,0,0,0,0,12.15625
43280833,0,0,0,0,0,12.15625
43334417,0,0,0,0,0,12.15625
43388381,0,0,0,0,0,12.15625
43441058,0,0,0,0,0,12.1875
43494678,0,0,0,0,0,12.1875
43548548,0,0,0,0,0,12.15625
43601076,0,0,0,0,0,12.1875
43654796,0,0,0,0,0,12.15625
43709027,0,0,0,0,0,12.15625
43761709,0,0,0,0,0,12.1875
43815233,0,0,0,0,0,12.1875
43868871,0,0,0,0,0,12.1875
43921541,0,0,0,0,0,12.15625
43975242,0,0,0,0,0,12.1875
44028790,0,0,0,0,0,12.1875
44081441,0,0,0,0,0,12.15625
44136000,0,0,0,0,0,12.1875
44190565,0,0,0,0,0,12.1875
44243259,0,0,0,0,0,12.1875
44296932,0,0,0,0,0,12.15625
44351150,0,0,0,0,0,12.1875
44403888,0,0,0,0,0,12.15625
44457583,0,0,0,0,0,12.1875
44511211,0,0,0,0,0,12.15625
44564943,0,0,0,0,0,12.1875
44618491,0,0,0,0,0,12.15625
44672039,0,0,0,0,0,12.1875
44724551,0,0,0,0,0,12.1875
44778286,0,0,0,0,0,12.1875
44831831,0,0,0,0,0,12.1875
44884324,0,0,0,0,0,12.1875
44937840,0,0,0,0,0,12.1875
44992105,0,0,0,0,0,12.21875
45044606,0,0,0,0,0,12.1875
45098127,0,0,0,0,0,12.15625
45151653,0,0,0,0,0,12.1875
45204311,0,0,0,0,0,12.1875
45258381,0,0,0,0,0,12.1875
45311941,0,0,0,0,0,12.1875
45364428,0,0,0,0,0,12.21875
45418127,0,0,0,0,0,12.1875
45471657,0,0,0,0,0,12.1875
45524156,0,0,0,0,0,12.1875
45577678,0,0,0,0,0,12.1875
45631232,0,0,0,0,0,12.21875
45684900,0,0,0,0,0,12.1875
45738437,0,0,0,0,0,12.21875
45791966,0,0,0,0,0,12.1875
45844452,0,0,0,0,0,12.1875
45898129,0,0,0,0,0,12.1875
45951784,0,0,0,0,0,12.1875
46004299,0,0,0,0,0,12.1875
46057999,0,0,0,0,0,12.15625
46111669,0,0,0,0,0,12.1875
46164174,0,0,0,0,0,12.1875
46217835,0,0,0,0,0,12.1875
46272040,0,0,0,0,0,12.1875
46324705,0,0,0,0,0,12.1875
46378970,0,0,0,0,0,12.1875
46432721,0,0,0,0,0,12.1875
46485339,0,0,0,0,0,12.1875
46539030,0,0,0,0,0,12.21875
46592761,0,0,0,0,0,12.21875
46647765,0,0,0,0,0,12.21875
46700431,0,0,0,0,0,12.1875
46755504,0,0,0,0,0,12.1875
46809549,0,0,0,0,0,12.1875
46862198,0,0,0,0,0,12.1875
46915793,0,0,0,0,0,12.21875
46969429,0,0,0,0,0,12.21875
47022123,0,0,0,0,0,12.1875
47075775,0,0,0,0,0,12.1875
47129323,0,0,0,0,0,12.21875
47182009,0,0,0,0,0,12.1875
47236548,0,0,0,0,0,12.1875
47291306,0,0,0,0,0,12.21875
47344336,0,0,0,0,0,12.21875
47397846,0,0,0,0,0,12.1875
47451389,0,0,0,0,0,12.1875
47504087,0,0,0,0,0,12.1875
47558332,0,0,0,0,0,12.21875
47612125,0,0,0,0,0,12.1875
47664647,0,0,0,0,0,12.21875
47718164,0,0,0,0,0,12.25
47771858,0,0,0,0,0,12.25
47824437,0,0,0,0,0,12.21875
47877953,0,0,0,0,0,12.1875
47931463,0,0,0,0,0,12.21875
47984136,0,0,0,0,0,12.21875
48037801,0,0,0,0,0,12.1875
48091335,0,0,0,0,0,12.1875
48144021,0,0,0,0,0,12.1875
48198576,0,0,0,0,0,12.21875
48252098,0,0,0,0,0,12.21875
48304585,0,0,0,0,0,12.1875
48358335,0,0,0,0,0,12.21875
48411920,0,0,0,0,0,12.1875
48464413,0,0,0,0,0,12.21875
48518163,0,0,0,0,0,12.21875
48571820,0,0,0,0,0,12.1875
48624311,0,0,0,0,0,12.21875
48677995,0,0,0,0,0,12.21875
48731648,0,0,0,0,0,12.21875
48784155,0,0,0,0,0,12.25
48837858,0,0,0,0,0,12.21875
48891990,0,0,0,0,0,12.1875
48944496,0,0,0,0,0,12.1875
48998220,0,0,0,0,0,12.21875
49051736,0,0,0,0,0,12.21875
49105286,0,0,0,0,0,12.21875
49158805,0,0,0,0,0,12.1875
49212546,0,0,0,0,0,12.21875
49265201,0,0,0,0,0,12.1875
49318950,0,0,0,0,0,12.21875
49373535,0,0,0,0,0,12.1875
49426059,0,0,0,0,0,12.1875
49480834,0,0,0,0,0,12.21875
49534369,0,0,0,0,0,12.21875
49588640,0,0,0,0,0,12.21875
49641311,0,0,0,0,0,12.21875
49695080,0,0,0,0,0,12.21875
49748793,0,0,0,0,0,12.21875
49801507,0,0,0,0,0,12.25
49856044,0,0,0,0,0,12.21875
49909606,0,0,0,0,0,12.21875
49962292,0,0,0,0,0,12.21875
50015937,0,0,0,0,0,12.21875
50069476,0,0,0,0,0,12.21875
50122161,0,0,0,0,0,12.21875
50175876,0,0,0,0,0,12.21875
50229417,0,0,0,0,0,12.21875
50282096,0,0,0,0,0,12.21875
50335691,0,0,0,0,0,12.21875
50389248,0,0,0,0,0,12.21875
50441931,0,0,0,0,0,12.21875
50495483,0,0,0,0,0,12.21875
50549529,0,0,0,0,0,12.21875
50602187,0,0,0,0,0,12.21875
