timestamp (us),measLate,skippedBeat,drNoTrigger,checksumError,measInvalid,temperature (degC)
122716775,0,0,0,0,0,12.75
122770290,0,0,0,0,0,12.71875
122822952,0,0,0,0,0,12.75
122876569,0,0,0,0,0,12.71875
122930271,0,0,0,0,0,12.71875
122982808,0,0,0,0,0,12.75
123036439,0,0,0,0,0,12.75
123090675,0,0,0,0,0,12.71875
123143327,0,0,0,0,0,12.71875
123197067,0,0,0,0,0,12.75
123250700,0,0,0,0,0,12.75
123304433,0,0,0,0,0,12.75
123358057,0,0,0,0,0,12.75
123411582,0,0,0,0,0,12.75
123464235,0,0,0,0,0,12.75
123517875,0,0,0,0,0,12.71875
123571913,0,0,0,0,0,12.75
123624617,0,0,0,0,0,12.75
123678231,0,0,0,0,0,12.75
123731766,0,0,0,0,0,12.75
123784932,0,0,0,0,0,12.75
123838504,0,0,0,0,0,12.78125
123892022,0,0,0,0,0,12.75
123944705,0,0,0,0,0,12.75
123998420,0,0,0,0,0,12.75
124051954,0,0,0,0,0,12.75
124104630,0,0,0,0,0,12.75
124158184,0,0,0,0,0,12.75
124211705,0,0,0,0,0,12.75
124265409,0,0,0,0,0,12.75
124319008,0,0,0,0,0,12.71875
124372553,0,0,0,0,0,12.75
124425229,0,0,0,0,0,12.78125
124478797,0,0,0,0,0,12.75
124532306,0,0,0,0,0,12.75
124585513,0,0,0,0,0,12.75
124639234,0,0,0,0,0,12.78125
124692938,0,0,0,0,0,12.78125
124745670,0,0,0,0,0,12.75
124799431,0,0,0,0,0,12.78125
124854486,0,0,0,0,0,12.75
124908381,0,0,0,0,0,12.75
124960882,0,0,0,0,0,12.71875
125014618,0,0,0,0,0,12.75
125068340,0,0,0,0,0,12.75
125121014,0,0,0,0,0,12.75
125175594,0,0,0,0,0,12.75
125229121,0,0,0,0,0,12.75
125281774,0,0,0,0,0,12.71875
125335492,0,0,0,0,0,12.75
125389176,0,0,0,0,0,12.71875
125441939,0,0,0,0,0,12.78125
125495696,0,0,0,0,0,12.75
125549250,0,0,0,0,0,12.78125
125601984,0,0,0,0,0,12.75
125657122,0,0,0,0,0,12.75
125710875,0,0,0,0,0,12.78125
125763387,0,0,0,0,0,12.75
125816950,0,0,0,0,0,12.78125
125871177,0,0,0,0,0,12.75
125923842,0,0,0,0,0,12.75
125977579,0,0,0,0,0,12.75
126031248,0,0,0,0,0,12.75
126083963,0,0,0,0,0,12.75
126137657,0,0,0,0,0,12.75
126191377,0,0,0,0,0,12.78125
126244549,0,0,0,0,0,12.75
126299766,0,0,0,0,0,12.75
126353371,0,0,0,0,0,12.75
126405880,0,0,0,0,0,12.78125
126459612,0,0,0,0,0,12.75
126513281,0,0,0,0,0,12.78125
126568349,0,0,0,0,0,12.75
126621004,0,0,0,0,0,12.78125
126675552,0,0,0,0,0,12.75
126729596,0,0,0,0,0,12.75
126782256,0,0,0,0,0,12.78125
126835895,0,0,0,0,0,12.78125
126889646,0,0,0,0,0,12.78125
126942316,0,0,0,0,0,12.75
126996012,0,0,0,0,0,12.78125
127049696,0,0,0,0,0,12.78125
127103405,0,0,0,0,0,12.78125
127157092,0,0,0,0,0,12.75
127211329,0,0,0,0,0,12.75
127263858,0,0,0,0,0,12.78125
127317384,0,0,0,0,0,12.75
127371620,0,0,0,0,0,12.78125
127424149,0,0,0,0,0,12.75
127477754,0,0,0,0,0,12.75
127531302,0,0,0,0,0,12.78125
127584002,0,0,0,0,0,12.78125
127638563,0,0,0,0,0,12.75
127692104,0,0,0,0,0,12.78125
127744768,0,0,0,0,0,12.78125
127798408,0,0,0,0,0,12.78125
127853648,0,0,0,0,0,12.78125
127907836,0,0,0,0,0,12.78125
127960511,0,0,0,0,0,12.78125
128014243,0,0,0,0,0,12.75
128068328,0,0,0,0,0,12.78125
128120945,0,0,0,0,0,12.78125
128175519,0,0,0,0,0,12.78125
128229563,0,0,0,0,0,12.75
128282224,0,0,0,0,0,12.78125
128335905,0,0,0,0,0,12.78125
128389952,0,0,0,0,0,12.78125
128442638,0,0,0,0,0,12.75
128496163,0,0,0,0,0,12.75
128549703,0,0,0,0,0,12.78125
128603403,0,0,0,0,0,12.78125
128657073,0,0,0,0,0,12.78125
128710836,0,0,0,0,0,12.78125
128763436,0,0,0,0,0,12.78125
128817151,0,0,0,0,0,12.75
128870890,0,0,0,0,0,12.78125
128923548,0,0,0,0,0,12.75
128978745,0,0,0,0,0,12.78125
129032258,0,0,0,0,0,12.78125
129085477,0,0,0,0,0,12.78125
129138993,0,0,0,0,0,12.78125
129192542,0,0,0,0,0,12.8125
129245239,0,0,0,0,0,12.78125
129298878,0,0,0,0,0,12.78125
129353076,0,0,0,0,0,12.78125
129405789,0,0,0,0,0,12.78125
129459514,0,0,0,0,0,12.8125
129513165,0,0,0,0,0,12.78125
129565884,0,0,0,0,0,12.78125
129619994,0,0,0,0,0,12.78125
129673722,0,0,0,0,0,12.78125
129727732,0,0,0,0,0,12.78125
129779873,0,0,0,0,0,12.78125
129833560,0,0,0,0,0,12.78125
129886079,0,0,0,0,0,12.78125
129940629,0,0,0,0,0,12.78125
129994150,0,0,0,0,0,12.78125
130047720,0,0,0,0,0,12.78125
130100393,0,0,0,0,0,12.78125
130154437,0,0,0,0,0,12.78125
130208334,0,0,0,0,0,12.78125
130260846,0,0,0,0,0,12.8125
130314421,0,0,0,0,0,12.78125
130368338,0,0,0,0,0,12.78125
130420988,0,0,0,0,0,12.78125
130475605,0,0,0,0,0,12.78125
130529336,0,0,0,0,0,12.78125
130582072,0,0,0,0,0,12.8125
130636314,0,0,0,0,0,12.8125
130690881,0,0,0,0,0,12.78125
130743374,0,0,0,0,0,12.8125
130797086,0,0,0,0,0,12.78125
130850784,0,0,0,0,0,12.78125
130903456,0,0,0,0,0,12.78125
130957121,0,0,0,0,0,12.78125
131011340,0,0,0,0,0,12.78125
131063978,0,0,0,0,0,12.78125
131118219,0,0,0,0,0,12.8125
131171875,0,0,0,0,0,12.8125
131224597,0,0,0,0,0,12.78125
131278812,0,0,0,0,0,12.8125
131332343,0,0,0,0,0,12.78125
131385075,0,0,0,0,0,12.78125
131440125,0,0,0,0,0,12.8125
131493647,0,0,0,0,0,12.8125
131546342,0,0,0,0,0,12.78125
131599874,0,0,0,0,0,12.8125
131653401,0,0,0,0,0,12.8125
131706066,0,0,0,0,0,12.8125
131760799,0,0,0,0,0,12.78125
131814527,0,0,0,0,0,12.8125
131868331,0,0,0,0,0,12.78125
131920931,0,0,0,0,0,12.78125
131975489,0,0,0,0,0,12.78125
132029530,0,0,0,0,0,12.8125
132082206,0,0,0,0,0,12.8125
132135747,0,0,0,0,0,12.78125
132189327,0,0,0,0,0,12.78125
132242021,0,0,0,0,0,12.8125
132296636,0,0,0,0,0,12.8125
132350197,0,0,0,0,0,12.8125
132403991,0,0,0,0,0,12.78125
132457538,0,0,0,0,0,12.8125
132511730,0,0,0,0,0,12.8125
132564921,0,0,0,0,0,12.8125
132618597,0,0,0,0,0,12.8125
132672343,0,0,0,0,0,12.8125
132725002,0,0,0,0,0,12.8125
132778712,0,0,0,0,0,12.8125
132832250,0,0,0,0,0,12.8125
132885961,0,0,0,0,0,12.8125
132939486,0,0,0,0,0,12.8125
132993031,0,0,0,0,0,12.78125
133045735,0,0,0,0,0,12.8125
133099269,0,0,0,0,0,12.8125
133152805,0,0,0,0,0,12.8125
133205984,0,0,0,0,0,12.8125
133259660,0,0,0,0,0,12.8125
133313178,0,0,0,0,0,12.8125
133365879,0,0,0,0,0,12.8125
133419483,0,0,0,0,0,12.8125
133473686,0,0,0,0,0,12.84375
133526358,0,0,0,0,0,12.78125
133580099,0,0,0,0,0,12.84375
133633807,0,0,0,0,0,12.8125
133688406,0,0,0,0,0,12.8125
133741004,0,0,0,0,0,12.8125
133795065,0,0,0,0,0,12.8125
133848641,0,0,0,0,0,12.8125
133901332,0,0,0,0,0,12.8125
133954861,0,0,0,0,0,12.8125
134008408,0,0,0,0,0,12.8125
134061066,0,0,0,0,0,12.78125
134114810,0,0,0,0,0,12.84375
134170102,0,0,0,0,0,12.8125
134222633,0,0,0,0,0,12.8125
134276377,0,0,0,0,0,12.8125
134330982,0,0,0,0,0,12.78125
134383490,0,0,0,0,0,12.8125
134437711,0,0,0,0,0,12.8125
134491297,0,0,0,0,0,12.8125
134543809,0,0,0,0,0,12.8125
134597546,0,0,0,0,0,12.84375
134651171,0,0,0,0,0,12.84375
134704422,0,0,0,0,0,12.8125
134758042,0,0,0,0,0,12.84375
134812262,0,0,0,0,0,12.8125
134865474,0,0,0,0,0,12.8125
134919172,0,0,0,0,0,12.8125
134972818,0,0,0,0,0,12.8125
135025529,0,0,0,0,0,12.8125
135079053,0,0,0,0,0,12.84375
135132636,0,0,0,0,0,12.8125
135185129,0,0,0,0,0,12.84375
135239355,0,0,0,0,0,12.8125
135292867,0,0,0,0,0,12.8125
135345873,0,0,0,0,0,12.8125
135399415,0,0,0,0,0,12.8125
135454675,0,0,0,0,0,12.8125
135508429,0,0,0,0,0,12.8125
135561086,0,0,0,0,0,12.8125
135614638,0,0,0,0,0,12.8125
135668515,0,0,0,0,0,12.8125
135721003,0,0,0,0,0,12.84375
135775256,0,0,0,0,0,12.84375
135828900,0,0,0,0,0,12.84375
135881621,0,0,0,0,0,12.84375
135935325,0,0,0,0,0,12.84375
135990381,0,0,0,0,0,12.84375
136043065,0,0,0,0,0,12.84375
136096616,0,0,0,0,0,12.84375
136150149,0,0,0,0,0,12.84375
136203341,0,0,0,0,0,12.84375
136256951,0,0,0,0,0,12.8125
136312174,0,0,0,0,0,12.8125
136364814,0,0,0,0,0,12.8125
136418346,0,0,0,0,0,12.84375
136472398,0,0,0,0,0,12.84375
136525124,0,0,0,0,0,12.84375
136579172,0,0,0,0,0,12.84375
136633387,0,0,0,0,0,12.84375
136686025,0,0,0,0,0,12.84375
136739715,0,0,0,0,0,12.84375
136793397,0,0,0,0,0,12.84375
136845901,0,0,0,0,0,12.84375
136899613,0,0,0,0,0,12.84375
136953244,0,0,0,0,0,12.84375
137008321,0,0,0,0,0,12.84375
137060960,0,0,0,0,0,12.84375
137116043,0,0,0,0,0,12.84375
137170266,0,0,0,0,0,12.8125
137223329,0,0,0,0,0,12.84375
137276879,0,0,0,0,0,12.84375
137332130,0,0,0,0,0,12.84375
137384637,0,0,0,0,0,12.84375
137438163,0,0,0,0,0,12.84375
137491929,0,0,0,0,0,12.8125
137544479,0,0,0,0,0,12.84375
137598001,0,0,0,0,0,12.84375
137651734,0,0,0,0,0,12.875
137704777,0,0,0,0,0,12.84375
137758289,0,0,0,0,0,12.875
137811821,0,0,0,0,0,12.875
137864515,0,0,0,0,0,12.84375
137919066,0,0,0,0,0,12.84375
137972634,0,0,0,0,0,12.84375
138025326,0,0,0,0,0,12.84375
138078873,0,0,0,0,0,12.875
138132917,0,0,0,0,0,12.84375
138185628,0,0,0,0,0,12.84375
138239656,0,0,0,0,0,12.84375
138293254,0,0,0,0,0,12.875
138348357,0,0,0,0,0,12.84375
138400985,0,0,0,0,0,12.84375
138455552,0,0,0,0,0,12.875
138510295,0,0,0,0,0,12.84375
138563315,0,0,0,0,0,12.84375
138616846,0,0,0,0,0,12.84375
138670882,0,0,0,0,0,12.875
138723525,0,0,0,0,0,12.84375
138778744,0,0,0,0,0,12.84375
138832264,0,0,0,0,0,12.84375
138885471,0,0,0,0,0,12.84375
138939011,0,0,0,0,0,12.84375
138992559,0,0,0,0,0,12.84375
139045262,0,0,0,0,0,12.84375
139098880,0,0,0,0,0,12.84375
139153080,0,0,0,0,0,12.875
139205584,0,0,0,0,0,12.84375
139260664,0,0,0,0,0,12.84375
139314426,0,0,0,0,0,12.875
139368500,0,0,0,0,0,12.84375
139420985,0,0,0,0,0,12.875
139474725,0,0,0,0,0,12.875
139528439,0,0,0,0,0,12.84375
139581094,0,0,0,0,0,12.84375
139634838,0,0,0,0,0,12.875
139688890,0,0,0,0,0,12.875
139741577,0,0,0,0,0,12.875
139795093,0,0,0,0,0,12.875
139848613,0,0,0,0,0,12.875
139901314,0,0,0,0,0,12.875
139954913,0,0,0,0,0,12.875
140008648,0,0,0,0,0,12.84375
140061914,0,0,0,0,0,12.875
140115666,0,0,0,0,0,12.84375
140169210,0,0,0,0,0,12.875
140222917,0,0,0,0,0,12.84375
140276635,0,0,0,0,0,12.84375
140330844,0,0,0,0,0,12.875
140383889,0,0,0,0,0,12.875
140437421,0,0,0,0,0,12.84375
140491636,0,0,0,0,0,12.875
140544319,0,0,0,0,0,12.875
140598024,0,0,0,0,0,12.875
140651717,0,0,0,0,0,12.875
140705410,0,0,0,0,0,12.875
140759092,0,0,0,0,0,12.875
140813842,0,0,0,0,0,12.875
140867819,0,0,0,0,0,12.875
140920317,0,0,0,0,0,12.84375
140973844,0,0,0,0,0,12.875
141027728,0,0,0,0,0,12.875
141080219,0,0,0,0,0,12.875
141133966,0,0,0,0,0,12.875
141187730,0,0,0,0,0,12.875
141240403,0,0,0,0,0,12.875
141293937,0,0,0,0,0,12.875
141347817,0,0,0,0,0,12.875
141400334,0,0,0,0,0,12.875
141453864,0,0,0,0,0,12.875
141507757,0,0,0,0,0,12.875
141560257,0,0,0,0,0,12.875
141613992,0,0,0,0,0,12.875
141667750,0,0,0,0,0,12.90625
141720405,0,0,0,0,0,12.90625
141773936,0,0,0,0,0,12.875
141828392,0,0,0,0,0,12.875
141880876,0,0,0,0,0,12.90625
141934610,0,0,0,0,0,12.875
141988467,0,0,0,0,0,12.875
142041131,0,0,0,0,0,12.875
142094656,0,0,0,0,0,12.875
142148319,0,0,0,0,0,12.875
142200982,0,0,0,0,0,12.875
142255547,0,0,0,0,0,12.875
142309073,0,0,0,0,0,12.875
142361759,0,0,0,0,0,12.875
142415317,0,0,0,0,0,12.875
142470391,0,0,0,0,0,12.875
142523098,0,0,0,0,0,12.875
142576633,0,0,0,0,0,12.875
142630165,0,0,0,0,0,12.875
142683366,0,0,0,0,0,12.875
142737052,0,0,0,0,0,12.875
142790783,0,0,0,0,0,12.875
142843373,0,0,0,0,0,12.875
142897108,0,0,0,0,0,12.875
142950773,0,0,0,0,0,12.875
143003443,0,0,0,0,0,12.875
143057121,0,0,0,0,0,12.90625
143110681,0,0,0,0,0,12.875
143164430,0,0,0,0,0,12.875
143217951,0,0,0,0,0,12.875
143271977,0,0,0,0,0,12.875
143324662,0,0,0,0,0,12.90625
143378320,0,0,0,0,0,12.875
143431917,0,0,0,0,0,12.875
143484630,0,0,0,0,0,12.875
143538179,0,0,0,0,0,12.875
143591859,0,0,0,0,0,12.90625
143644552,0,0,0,0,0,12.875
143699814,0,0,0,0,0,12.875
143753345,0,0,0,0,0,12.90625
143805873,0,0,0,0,0,12.875
143859584,0,0,0,0,0,12.875
143913265,0,0,0,0,0,12.90625
143968318,0,0,0,0,0,12.90625
144021009,0,0,0,0,0,12.875
144074539,0,0,0,0,0,12.90625
144128583,0,0,0,0,0,12.875
144181243,0,0,0,0,0,12.90625
144234804,0,0,0,0,0,12.875
144289420,0,0,0,0,0,12.90625
144341923,0,0,0,0,0,12.875
144395602,0,0,0,0,0,12.875
144449137,0,0,0,0,0,12.90625
144502354,0,0,0,0,0,12.875
144556017,0,0,0,0,0,12.90625
144610776,0,0,0,0,0,12.875
144663268,0,0,0,0,0,12.90625
144716924,0,0,0,0,0,12.875
144770463,0,0,0,0,0,12.90625
144823182,0,0,0,0,0,12.90625
144876703,0,0,0,0,0,12.90625
144930224,0,0,0,0,0,12.90625
144982886,0,0,0,0,0,12.875
145036499,0,0,0,0,0,12.875
145090751,0,0,0,0,0,12.90625
145143291,0,0,0,0,0,12.90625
145196917,0,0,0,0,0,12.90625
145251677,0,0,0,0,0,12.90625
145304182,0,0,0,0,0,12.90625
145357934,0,0,0,0,0,12.90625
145411666,0,0,0,0,0,12.90625
145464331,0,0,0,0,0,12.90625
145518381,0,0,0,0,0,12.90625
145572444,0,0,0,0,0,12.875
145625185,0,0,0,0,0,12.9375
145679334,0,0,0,0,0,12.875
145733036,0,0,0,0,0,12.90625
145785695,0,0,0,0,0,12.90625
145839207,0,0,0,0,0,12.90625
145892744,0,0,0,0,0,12.90625
145947747,0,0,0,0,0,12.90625
146000334,0,0,0,0,0,12.90625
146053863,0,0,0,0,0,12.90625
146107757,0,0,0,0,0,12.90625
146160258,0,0,0,0,0,12.90625
146213800,0,0,0,0,0,12.9375
146268868,0,0,0,0,0,12.90625
146321554,0,0,0,0,0,12.90625
146375086,0,0,0,0,0,12.90625
146429791,0,0,0,0,0,12.9375
146482327,0,0,0,0,0,12.90625
146535868,0,0,0,0,0,12.9375
146589421,0,0,0,0,0,12.90625
146642103,0,0,0,0,0,12.90625
146695775,0,0,0,0,0,12.9375
146749844,0,0,0,0,0,12.90625
146802576,0,0,0,0,0,12.9375
146856119,0,0,0,0,0,12.9375
146909809,0,0,0,0,0,12.9375
146962979,0,0,0,0,0,12.90625
147016691,0,0,0,0,0,12.9375
147070259,0,0,0,0,0,12.90625
147122765,0,0,0,0,0,12.90625
147176309,0,0,0,0,0,12.9375
147230344,0,0,0,0,0,12.9375
147282985,0,0,0,0,0,12.9375
147337035,0,0,0,0,0,12.9375
147391757,0,0,0,0,0,12.90625
147444286,0,0,0,0,0,12.9375
147497805,0,0,0,0,0,12.90625
147551323,0,0,0,0,0,12.90625
147603825,0,0,0,0,0,12.9375
147657542,0,0,0,0,0,12.9375
147711112,0,0,0,0,0,12.9375
147763632,0,0,0,0,0,12.90625
147817338,0,0,0,0,0,12.9375
147870877,0,0,0,0,0,12.90625
147923398,0,0,0,0,0,12.90625
147976932,0,0,0,0,0,12.90625
148030609,0,0,0,0,0,12.90625
148083174,0,0,0,0,0,12.9375
148136704,0,0,0,0,0,12.90625
148190225,0,0,0,0,0,12.90625
148243392,0,0,0,0,0,12.90625
148297022,0,0,0,0,0,12.90625
148350745,0,0,0,0,0,12.90625
148403815,0,0,0,0,0,12.9375
148457350,0,0,0,0,0,12.90625
148512112,0,0,0,0,0,12.90625
148564661,0,0,0,0,0,12.90625
148618183,0,0,0,0,0,12.9375
148671698,0,0,0,0,0,12.9375
148725459,0,0,0,0,0,12.9375
148779001,0,0,0,0,0,12.9375
148833222,0,0,0,0,0,12.9375
148885768,0,0,0,0,0,12.90625
148939310,0,0,0,0,0,12.9375
148992850,0,0,0,0,0,12.9375
149045508,0,0,0,0,0,12.9375
149099050,0,0,0,0,0,12.9375
149152579,0,0,0,0,0,12.9375
149205288,0,0,0,0,0,12.9375
149259508,0,0,0,0,0,12.9375
149314224,0,0,0,0,0,12.9375
149368328,0,0,0,0,0,12.9375
149420822,0,0,0,0,0,12.9375
149474560,0,0,0,0,0,12.9375
149528321,0,0,0,0,0,12.9375
149580993,0,0,0,0,0,12.9375
149634555,0,0,0,0,0,12.9375
149688493,0,0,0,0,0,12.9375
149741000,0,0,0,0,0,12.96875
149795709,0,0,0,0,0,12.9375
149849362,0,0,0,0,0,12.9375
149902077,0,0,0,0,0,12.9375
149955735,0,0,0,0,0,12.9375
150009251,0,0,0,0,0,12.90625
150061930,0,0,0,0,0,12.9375
150115481,0,0,0,0,0,12.9375
150169715,0,0,0,0,0,12.9375
150222769,0,0,0,0,0,12.9375
150276386,0,0,0,0,0,12.9375
150331086,0,0,0,0,0,12.9375
150383609,0,0,0,0,0,12.9375
150437165,0,0,0,0,0,12.9375
150490679,0,0,0,0,0,12.9375
150544350,0,0,0,0,0,12.9375
150597983,0,0,0,0,0,12.9375
150651683,0,0,0,0,0,12.96875
150704309,0,0,0,0,0,12.9375
150757850,0,0,0,0,0,12.9375
150812410,0,0,0,0,0,12.9375
150865124,0,0,0,0,0,12.96875
150918653,0,0,0,0,0,12.9375
150972171,0,0,0,0,0,12.9375
151024880,0,0,0,0,0,12.9375
151078421,0,0,0,0,0,12.9375
151133127,0,0,0,0,0,12.9375
151185798,0,0,0,0,0,12.96875
151240049,0,0,0,0,0,12.9375
151293702,0,0,0,0,0,12.9375
151347753,0,0,0,0,0,12.96875
151399869,0,0,0,0,0,12.9375
151453401,0,0,0,0,0,12.9375
151505925,0,0,0,0,0,12.9375
151559443,0,0,0,0,0,12.9375
151613673,0,0,0,0,0,12.9375
151667748,0,0,0,0,0,12.96875
151720451,0,0,0,0,0,12.96875
151775680,0,0,0,0,0,12.9375
151829418,0,0,0,0,0,12.96875
151882021,0,0,0,0,0,12.96875
151935762,0,0,0,0,0,12.96875
151989365,0,0,0,0,0,12.96875
152042120,0,0,0,0,0,12.9375
152095779,0,0,0,0,0,12.9375
152149808,0,0,0,0,0,12.9375
152202549,0,0,0,0,0,12.9375
152256074,0,0,0,0,0,12.9375
152309596,0,0,0,0,0,12.96875
152362246,0,0,0,0,0,12.9375
152415929,0,0,0,0,0,12.96875
152470254,0,0,0,0,0,12.96875
152523816,0,0,0,0,0,12.9375
152577485,0,0,0,0,0,12.9375
152631197,0,0,0,0,0,12.96875
152684425,0,0,0,0,0,12.96875
152738038,0,0,0,0,0,12.96875
152792259,0,0,0,0,0,12.96875
152845447,0,0,0,0,0,12.96875
152899146,0,0,0,0,0,12.96875
152952844,0,0,0,0,0,12.9375
153005366,0,0,0,0,0,12.96875
153059094,0,0,0,0,0,12.96875
153112625,0,0,0,0,0,12.96875
153165318,0,0,0,0,0,12.96875
153219583,0,0,0,0,0,12.96875
153273863,0,0,0,0,0,12.96875
153327896,0,0,0,0,0,12.96875
153380108,0,0,0,0,0,12.96875
153433816,0,0,0,0,0,12.9375
153488354,0,0,0,0,0,12.96875
153541035,0,0,0,0,0,12.96875
153595574,0,0,0,0,0,12.9375
153650299,0,0,0,0,0,12.96875
153702994,0,0,0,0,0,12.96875
153758264,0,0,0,0,0,12.96875
153811818,0,0,0,0,0,12.96875
153864331,0,0,0,0,0,12.96875
153917885,0,0,0,0,0,12.96875
153973124,0,0,0,0,0,12.96875
154025679,0,0,0,0,0,12.96875
154079417,0,0,0,0,0,12.96875
154133988,0,0,0,0,0,12.96875
154188396,0,0,0,0,0,12.96875
154240918,0,0,0,0,0,12.96875
154294665,0,0,0,0,0,12.9375
154348425,0,0,0,0,0,12.96875
154401101,0,0,0,0,0,12.96875
154454637,0,0,0,0,0,12.96875
154508518,0,0,0,0,0,12.96875
154561028,0,0,0,0,0,12.96875
154614719,0,0,0,0,0,12.96875
154668344,0,0,0,0,0,12.96875
154720835,0,0,0,0,0,12.96875
154774567,0,0,0,0,0,13.0
154828432,0,0,0,0,0,12.96875
154881106,0,0,0,0,0,12.96875
154934861,0,0,0,0,0,12.96875
154988616,0,0,0,0,0,12.96875
155041661,0,0,0,0,0,12.96875
155095366,0,0,0,0,0,12.96875
155148889,0,0,0,0,0,12.96875
155201560,0,0,0,0,0,12.96875
155255275,0,0,0,0,0,12.96875
155309320,0,0,0,0,0,12.96875
155362035,0,0,0,0,0,12.96875
155417296,0,0,0,0,0,12.9375
155470859,0,0,0,0,0,12.96875
155523914,0,0,0,0,0,13.0
155577642,0,0,0,0,0,12.96875
155631176,0,0,0,0,0,13.0
155684175,0,0,0,0,0,12.96875
155737686,0,0,0,0,0,12.96875
155791248,0,0,0,0,0,13.0
155844937,0,0,0,0,0,13.0
155898477,0,0,0,0,0,12.96875
155951990,0,0,0,0,0,12.96875
156004664,0,0,0,0,0,12.96875
156058337,0,0,0,0,0,12.96875
156111925,0,0,0,0,0,12.96875
156164638,0,0,0,0,0,13.0
156218892,0,0,0,0,0,12.96875
156273570,0,0,0,0,0,12.96875
156326285,0,0,0,0,0,13.0
156380323,0,0,0,0,0,13.0
156433836,0,0,0,0,0,13.0
156487819,0,0,0,0,1,505.8125
156540353,0,0,0,0,1,12.96875
156594059,0,0,0,0,0,13.0
156647730,0,0,0,0,0,13.0
156700385,0,0,0,0,0,13.0
156753985,0,0,0,0,0,13.0
156807828,0,0,0,0,0,13.0
156860370,0,0,0,0,0,13.0
156913898,0,0,0,0,0,13.0
156967743,0,0,0,0,0,13.0
157020226,0,0,0,0,0,12.96875
157073953,0,0,0,0,0,13.0
157127740,0,0,0,0,0,12.96875
157180432,0,0,0,0,0,12.96875
157234492,0,0,0,0,0,12.96875
157288380,0,0,0,0,0,13.0
157340900,0,0,0,0,0,12.96875
157394631,0,0,0,0,0,13.0
157448307,0,0,0,0,0,13.0
157500961,0,0,0,0,0,13.0
157556137,0,0,0,0,0,13.0
157609648,0,0,0,0,0,13.0
157662822,0,0,0,0,0,13.0
157716454,0,0,0,0,0,13.0
157771187,0,0,0,0,0,13.0
157823688,0,0,0,0,0,13.0
157877201,0,0,0,0,0,13.0
157930768,0,0,0,0,0,13.0
157983426,0,0,0,0,0,13.0
158037117,0,0,0,0,0,13.0
158090850,0,0,0,0,0,13.0
158143466,0,0,0,0,0,12.96875
158197152,0,0,0,0,0,13.0
158250875,0,0,0,0,0,13.0
158303563,0,0,0,0,0,13.0
158358287,0,0,0,0,0,13.0
158411814,0,0,0,0,0,13.0
158464470,0,0,0,0,0,13.0
158517994,0,0,0,0,0,13.0
158572241,0,0,0,0,0,13.03125
158625937,0,0,0,0,0,13.0
158679646,0,0,0,0,0,13.0
158733334,0,0,0,0,0,13.0
158785991,0,0,0,0,0,13.0
158839713,0,0,0,0,0,13.0
158893407,0,0,0,0,0,13.0
158946091,0,0,0,0,0,13.0
159000849,0,0,0,0,0,13.0
159054417,0,0,0,0,0,13.0
159108490,0,0,0,0,0,13.0
159161179,0,0,0,0,0,13.0
159214709,0,0,0,0,0,13.03125
159268581,0,0,0,0,0,13.0
159321102,0,0,0,0,0,13.0
159374793,0,0,0,0,0,13.0
159428854,0,0,0,0,0,13.0
159481921,0,0,0,0,0,13.0
159535622,0,0,0,0,0,13.0
159589290,0,0,0,0,0,13.03125
159642005,0,0,0,0,0,13.0
159696160,0,0,0,0,0,13.03125
159749854,0,0,0,0,0,13.03125
159802375,0,0,0,0,0,13.03125
159855941,0,0,0,0,0,13.0
159909653,0,0,0,0,0,13.03125
159962278,0,0,0,0,0,13.0
160015803,0,0,0,0,0,13.0
160071069,0,0,0,0,0,13.0
160123609,0,0,0,0,0,13.0
160177337,0,0,0,0,0,13.03125
160231025,0,0,0,0,0,13.03125
160283698,0,0,0,0,0,13.0
160337390,0,0,0,0,0,13.03125
160390919,0,0,0,0,0,13.03125
160443593,0,0,0,0,0,13.0
160497693,0,0,0,0,0,13.0
160551464,0,0,0,0,0,13.0
160603967,0,0,0,0,0,13.0
160657564,0,0,0,0,0,13.0
160712336,0,0,0,0,0,13.03125
160764844,0,0,0,0,0,13.03125
160818578,0,0,0,0,0,13.03125
160872316,0,0,0,0,0,13.0
160924975,0,0,0,0,0,13.03125
160978625,0,0,0,0,0,13.0
161032154,0,0,0,0,0,13.03125
161084827,0,0,0,0,0,13.03125
161138353,0,0,0,0,0,13.03125
161192413,0,0,0,0,0,13.0
161245108,0,0,0,0,0,13.0
161300231,0,0,0,0,0,13.03125
161353988,0,0,0,0,0,13.03125
161407779,0,0,0,0,0,13.0
161460467,0,0,0,0,0,13.03125
161515041,0,0,0,0,0,13.03125
161568592,0,0,0,0,0,13.03125
161621323,0,0,0,0,0,13.03125
161674843,0,0,0,0,0,13.0625
161728442,0,0,0,0,0,13.03125
161781094,0,0,0,0,0,13.03125
161834644,0,0,0,0,0,13.03125
161888500,0,0,0,0,0,13.0625
161941022,0,0,0,0,0,13.0625
161994573,0,0,0,0,0,13.0625
162048448,0,0,0,0,0,13.0625
162101124,0,0,0,0,0,13.03125
162154802,0,0,0,0,0,13.03125
162209874,0,0,0,0,0,13.0625
162262592,0,0,0,0,0,13.03125
162316147,0,0,0,0,0,13.03125
162369882,0,0,0,0,0,13.03125
162422498,0,0,0,0,0,13.03125
162477781,0,0,0,0,0,13.03125
162531311,0,0,0,0,0,13.03125
162584042,0,0,0,0,0,13.03125
