measSkippedBeat, skippedBeat, drNoTrigger, checksumError, timestep (us), temperature (degC)
0, 0, 0, 0, 269066033, 3.203125e+01
0, 0, 0, 0, 269092051, 3.203125e+01
0, 0, 0, 0, 269117969, 32
0, 0, 0, 0, 269144007, 3.203125e+01
0, 0, 0, 0, 269169898, 3.203125e+01
0, 0, 0, 0, 269195901, 3.203125e+01
0, 0, 0, 0, 269221820, 3.203125e+01
0, 0, 0, 0, 269247787, 3.203125e+01
0, 0, 0, 0, 269273818, 3.203125e+01
0, 0, 0, 0, 269299705, 3.203125e+01
0, 0, 0, 0, 269325745, 32
0, 0, 0, 0, 269351631, 32
0, 0, 0, 0, 269377669, 3.203125e+01
0, 0, 0, 0, 269403554, 3.203125e+01
0, 0, 0, 0, 269429549, 3.203125e+01
0, 0, 0, 0, 269455480, 3.203125e+01
0, 0, 0, 0, 269481503, 3.203125e+01
0, 0, 0, 0, 269507454, 3.203125e+01
0, 0, 0, 0, 269533515, 3.203125e+01
0, 0, 0, 0, 269559436, 3.203125e+01
0, 0, 0, 0, 269585303, 3.203125e+01
0, 0, 0, 0, 269611320, 3.203125e+01
0, 0, 0, 0, 269637332, 3.203125e+01
0, 0, 0, 0, 269663230, 3.203125e+01
0, 0, 0, 0, 269689155, 3.203125e+01
0, 0, 0, 0, 269715180, 3.203125e+01
0, 0, 0, 0, 269741085, 3.203125e+01
0, 0, 0, 0, 269767097, 3.203125e+01
0, 0, 0, 0, 269793008, 3.206250e+01
0, 0, 0, 0, 269819037, 3.203125e+01
0, 0, 0, 0, 269844933, 3.206250e+01
0, 0, 0, 0, 269870898, 3.203125e+01
0, 0, 0, 0, 269896858, 3.203125e+01
0, 0, 0, 0, 269922811, 3.203125e+01
0, 0, 0, 0, 269948825, 3.203125e+01
0, 0, 0, 0, 269974844, 3.203125e+01
0, 0, 0, 0, 270000755, 32
0, 0, 0, 0, 270026760, 3.203125e+01
0, 0, 0, 0, 270052647, 3.203125e+01
0, 0, 0, 0, 270078719, 3.203125e+01
0, 0, 0, 0, 270104589, 3.203125e+01
0, 0, 0, 0, 270130505, 3.203125e+01
0, 0, 0, 0, 270156501, 3.203125e+01
0, 0, 0, 0, 270182544, 3.203125e+01
0, 0, 0, 0, 270208397, 3.203125e+01
0, 0, 0, 0, 270234350, 3.203125e+01
0, 0, 0, 0, 270260322, 3.203125e+01
0, 0, 0, 0, 270286333, 3.203125e+01
0, 0, 0, 0, 270312232, 3.203125e+01
0, 0, 0, 0, 270338255, 3.203125e+01
0, 0, 0, 0, 270364274, 3.203125e+01
0, 0, 0, 0, 270390158, 3.203125e+01
0, 0, 0, 0, 270416097, 3.206250e+01
0, 0, 0, 0, 270442139, 3.203125e+01
0, 0, 0, 0, 270468038, 3.206250e+01
0, 0, 0, 0, 270494020, 3.206250e+01
0, 0, 0, 0, 270520141, 3.203125e+01
0, 0, 0, 0, 270545991, 3.203125e+01
0, 0, 0, 0, 270571940, 3.203125e+01
0, 0, 0, 0, 270597872, 3.203125e+01
0, 0, 0, 0, 270623851, 3.203125e+01
0, 0, 0, 0, 270649760, 3.203125e+01
0, 0, 0, 0, 270675789, 32
0, 0, 0, 0, 270701687, 3.203125e+01
0, 0, 0, 0, 270727698, 3.203125e+01
0, 0, 0, 0, 270753710, 3.206250e+01
0, 0, 0, 0, 270779604, 3.203125e+01
0, 0, 0, 0, 270805523, 3.203125e+01
0, 0, 0, 0, 270831520, 3.203125e+01
0, 0, 0, 0, 270857440, 3.203125e+01
0, 0, 0, 0, 270883435, 3.203125e+01
0, 0, 0, 0, 270909442, 3.203125e+01
0, 0, 0, 0, 270935334, 3.206250e+01
0, 0, 0, 0, 270961352, 3.203125e+01
0, 0, 0, 0, 270987260, 3.203125e+01
0, 0, 0, 0, 271013303, 3.203125e+01
0, 0, 0, 0, 271039180, 3.203125e+01
0, 0, 0, 0, 271065202, 3.203125e+01
0, 0, 0, 0, 271091107, 3.203125e+01
0, 0, 0, 0, 271117149, 3.203125e+01
0, 0, 0, 0, 271143038, 3.206250e+01
0, 0, 0, 0, 271169020, 3.203125e+01
0, 0, 0, 0, 271194951, 3.203125e+01
0, 0, 0, 0, 271220938, 3.203125e+01
0, 0, 0, 0, 271247064, 3.206250e+01
0, 0, 0, 0, 271272915, 3.206250e+01
0, 0, 0, 0, 271298859, 3.203125e+01
0, 0, 0, 0, 271324805, 3.203125e+01
0, 0, 0, 0, 271350799, 3.203125e+01
0, 0, 0, 0, 271376692, 3.203125e+01
0, 0, 0, 0, 271402704, 3.203125e+01
0, 0, 0, 0, 271428818, 3.203125e+01
0, 0, 0, 0, 271454671, 3.206250e+01
0, 0, 0, 0, 271480550, 3.203125e+01
0, 0, 0, 0, 271506542, 3.206250e+01
0, 0, 0, 0, 271532462, 3.206250e+01
0, 0, 0, 0, 271558450, 3.203125e+01
0, 0, 0, 0, 271584449, 3.203125e+01
0, 0, 0, 0, 271610467, 3.203125e+01
0, 0, 0, 0, 271636376, 3.203125e+01
0, 0, 0, 0, 271662331, 3.203125e+01
0, 0, 0, 0, 271688290, 3.203125e+01
0, 0, 0, 0, 271714203, 3.203125e+01
0, 0, 0, 0, 271740210, 3.203125e+01
0, 0, 0, 0, 271766136, 3.203125e+01
0, 0, 0, 0, 271792164, 3.206250e+01
0, 0, 0, 0, 271818046, 3.203125e+01
0, 0, 0, 0, 271844024, 3.203125e+01
0, 0, 0, 0, 271869981, 3.206250e+01
0, 0, 0, 0, 271895963, 3.203125e+01
0, 0, 0, 0, 271921962, 3.203125e+01
0, 0, 0, 0, 271947871, 3.206250e+01
0, 0, 0, 0, 271973887, 3.203125e+01
0, 0, 0, 0, 271999818, 3.203125e+01
0, 0, 0, 0, 272025817, 3.203125e+01
0, 0, 0, 0, 272051715, 3.203125e+01
0, 0, 0, 0, 272077714, 3.203125e+01
0, 0, 0, 0, 272103647, 3.206250e+01
0, 0, 0, 0, 272129617, 3.203125e+01
0, 0, 0, 0, 272155575, 3.206250e+01
0, 0, 0, 0, 272181561, 3.203125e+01
0, 0, 0, 0, 272207549, 3.203125e+01
0, 0, 0, 0, 272233560, 3.203125e+01
0, 0, 0, 0, 272259470, 3.206250e+01
0, 0, 0, 0, 272285391, 3.203125e+01
0, 0, 0, 0, 272311416, 3.206250e+01
0, 0, 0, 0, 272337304, 3.203125e+01
0, 0, 0, 0, 272363335, 3.206250e+01
0, 0, 0, 0, 272389242, 3.206250e+01
0, 0, 0, 0, 272415259, 3.206250e+01
0, 0, 0, 0, 272441161, 3.206250e+01
0, 0, 0, 0, 272467122, 3.206250e+01
0, 0, 0, 0, 272493083, 3.203125e+01
0, 0, 0, 0, 272519069, 3.203125e+01
0, 0, 0, 0, 272545069, 3.206250e+01
0, 0, 0, 0, 272570983, 3.206250e+01
0, 0, 0, 0, 272597003, 3.203125e+01
0, 0, 0, 0, 272622912, 3.206250e+01
0, 0, 0, 0, 272648906, 3.203125e+01
0, 0, 0, 0, 272674853, 3.203125e+01
0, 0, 0, 0, 272700926, 3.206250e+01
0, 0, 0, 0, 272726792, 3.203125e+01
0, 0, 0, 0, 272752774, 3.203125e+01
0, 0, 0, 0, 272778682, 3.203125e+01
0, 0, 0, 0, 272804649, 3.203125e+01
0, 0, 0, 0, 272830689, 3.203125e+01
0, 0, 0, 0, 272856568, 3.203125e+01
0, 0, 0, 0, 272882596, 3.206250e+01
0, 0, 0, 0, 272908614, 3.203125e+01
0, 0, 0, 0, 272934524, 3.206250e+01
0, 0, 0, 0, 272960437, 3.206250e+01
0, 0, 0, 0, 272986429, 3.206250e+01
0, 0, 0, 0, 273012364, 3.206250e+01
0, 0, 0, 0, 273038383, 3.203125e+01
0, 0, 0, 0, 273064356, 3.206250e+01
0, 0, 0, 0, 273090277, 3.203125e+01
0, 0, 0, 0, 273116225, 3.206250e+01
0, 0, 0, 0, 273142208, 3.206250e+01
0, 0, 0, 0, 273168214, 3.206250e+01
0, 0, 0, 0, 273194217, 3.206250e+01
0, 0, 0, 0, 273220134, 3.203125e+01
0, 0, 0, 0, 273246071, 3.203125e+01
0, 0, 0, 0, 273272064, 3.206250e+01
0, 0, 0, 0, 273297979, 3.203125e+01
0, 0, 0, 0, 273323992, 3.206250e+01
0, 0, 0, 0, 273349897, 3.206250e+01
0, 0, 0, 0, 273375927, 3.206250e+01
0, 0, 0, 0, 273401830, 3.206250e+01
0, 0, 0, 0, 273427822, 3.206250e+01
0, 0, 0, 0, 273453811, 3.206250e+01
0, 0, 0, 0, 273479704, 3.206250e+01
0, 0, 0, 0, 273505736, 3.206250e+01
0, 0, 0, 0, 273531684, 3.203125e+01
0, 0, 0, 0, 273557669, 3.203125e+01
0, 0, 0, 0, 273583597, 3.206250e+01
0, 0, 0, 0, 273609623, 3.206250e+01
0, 0, 0, 0, 273635498, 3.209375e+01
0, 0, 0, 0, 273661540, 3.203125e+01
0, 0, 0, 0, 273687427, 3.206250e+01
0, 0, 0, 0, 273713406, 3.206250e+01
0, 0, 0, 0, 273739361, 3.203125e+01
0, 0, 0, 0, 273765347, 3.206250e+01
0, 0, 0, 0, 273791351, 3.206250e+01
0, 0, 0, 0, 273817255, 3.206250e+01
0, 0, 0, 0, 273843283, 3.203125e+01
0, 0, 0, 0, 273869177, 3.206250e+01
0, 0, 0, 0, 273895233, 3.206250e+01
0, 0, 0, 0, 273921104, 3.203125e+01
0, 0, 0, 0, 273947120, 3.206250e+01
0, 0, 0, 0, 273973055, 3.206250e+01
0, 0, 0, 0, 273999021, 3.206250e+01
0, 0, 0, 0, 274024959, 3.206250e+01
0, 0, 0, 0, 274050942, 3.206250e+01
0, 0, 0, 0, 274076944, 3.203125e+01
0, 0, 0, 0, 274102859, 3.209375e+01
0, 0, 0, 0, 274128846, 3.206250e+01
0, 0, 0, 0, 274154781, 3.206250e+01
0, 0, 0, 0, 274180831, 3.203125e+01
0, 0, 0, 0, 274206709, 3.206250e+01
0, 0, 0, 0, 274232748, 3.206250e+01
0, 0, 0, 0, 274258633, 3.206250e+01
0, 0, 0, 0, 274284638, 3.206250e+01
0, 0, 0, 0, 274310579, 3.203125e+01
0, 0, 0, 0, 274336522, 3.206250e+01
0, 0, 0, 0, 274362549, 3.206250e+01
0, 0, 0, 0, 274388481, 3.206250e+01
0, 0, 0, 0, 274414467, 3.206250e+01
0, 0, 0, 0, 274440391, 3.206250e+01
0, 0, 0, 0, 274466414, 3.206250e+01
0, 0, 0, 0, 274492345, 3.206250e+01
0, 0, 0, 0, 274518338, 3.203125e+01
0, 0, 0, 0, 274544242, 3.206250e+01
0, 0, 0, 0, 274570285, 3.206250e+01
0, 0, 0, 0, 274596173, 3.206250e+01
0, 0, 0, 0, 274622158, 3.206250e+01
0, 0, 0, 0, 274648191, 3.203125e+01
0, 0, 0, 0, 274674058, 3.203125e+01
0, 0, 0, 0, 274700069, 3.206250e+01
0, 0, 0, 0, 274725984, 3.206250e+01
0, 0, 0, 0, 274751993, 3.206250e+01
0, 0, 0, 0, 274778058, 3.203125e+01
0, 0, 0, 0, 274803912, 3.206250e+01
0, 0, 0, 0, 274829834, 3.206250e+01
0, 0, 0, 0, 274855828, 3.203125e+01
0, 0, 0, 0, 274881761, 3.206250e+01
0, 0, 0, 0, 274907772, 3.206250e+01
0, 0, 0, 0, 274933674, 3.206250e+01
0, 0, 0, 0, 274959653, 3.206250e+01
0, 0, 0, 0, 274985598, 3.206250e+01
0, 0, 0, 0, 275011587, 3.206250e+01
0, 0, 0, 0, 275037564, 3.206250e+01
0, 0, 0, 0, 275063634, 3.206250e+01
0, 0, 0, 0, 275089492, 3.203125e+01
0, 0, 0, 0, 275115408, 3.206250e+01
0, 0, 0, 0, 275141456, 3.206250e+01
0, 0, 0, 0, 275167341, 3.206250e+01
0, 0, 0, 0, 275193380, 3.203125e+01
0, 0, 0, 0, 275219282, 3.206250e+01
0, 0, 0, 0, 275245276, 3.206250e+01
0, 0, 0, 0, 275271226, 3.206250e+01
0, 0, 0, 0, 275297145, 3.206250e+01
0, 0, 0, 0, 275323191, 3.206250e+01
0, 0, 0, 0, 275349070, 3.206250e+01
0, 0, 0, 0, 275375088, 3.209375e+01
0, 0, 0, 0, 275400997, 3.206250e+01
0, 0, 0, 0, 275427009, 3.206250e+01
0, 0, 0, 0, 275452916, 3.203125e+01
0, 0, 0, 0, 275478902, 3.206250e+01
0, 0, 0, 0, 275504841, 3.206250e+01
0, 0, 0, 0, 275530883, 3.203125e+01
0, 0, 0, 0, 275556767, 3.206250e+01
0, 0, 0, 0, 275582771, 3.206250e+01
0, 0, 0, 0, 275608712, 3.206250e+01
0, 0, 0, 0, 275634653, 3.206250e+01
0, 0, 0, 0, 275660699, 3.203125e+01
0, 0, 0, 0, 275686578, 3.206250e+01
0, 0, 0, 0, 275712618, 3.206250e+01
0, 0, 0, 0, 275738516, 3.206250e+01
0, 0, 0, 0, 275764532, 3.206250e+01
0, 0, 0, 0, 275790467, 3.206250e+01
0, 0, 0, 0, 275816447, 3.203125e+01
0, 0, 0, 0, 275842370, 3.206250e+01
0, 0, 0, 0, 275868383, 3.206250e+01
0, 0, 0, 0, 275894307, 3.206250e+01
0, 0, 0, 0, 275920270, 3.206250e+01
0, 0, 0, 0, 275946217, 3.206250e+01
0, 0, 0, 0, 275972206, 3.206250e+01
0, 0, 0, 0, 275998199, 3.206250e+01
0, 0, 0, 0, 276024114, 3.206250e+01
0, 0, 0, 0, 276050154, 3.206250e+01
0, 0, 0, 0, 276076035, 3.206250e+01
0, 0, 0, 0, 276102031, 3.206250e+01
0, 0, 0, 0, 276127964, 3.209375e+01
0, 0, 0, 0, 276154002, 3.203125e+01
0, 0, 0, 0, 276179903, 3.206250e+01
0, 0, 0, 0, 276205896, 3.206250e+01
0, 0, 0, 0, 276231940, 3.206250e+01
0, 0, 0, 0, 276257800, 3.206250e+01
0, 0, 0, 0, 276283737, 3.206250e+01
0, 0, 0, 0, 276309697, 3.206250e+01
0, 0, 0, 0, 276335730, 3.206250e+01
0, 0, 0, 0, 276361633, 3.206250e+01
0, 0, 0, 0, 276387624, 3.206250e+01
0, 0, 0, 0, 276413571, 3.206250e+01
0, 0, 0, 0, 276439583, 3.206250e+01
0, 0, 0, 0, 276465692, 3.206250e+01
0, 0, 0, 0, 276491549, 3.206250e+01
0, 0, 0, 0, 276517418, 3.209375e+01
0, 0, 0, 0, 276543419, 3.206250e+01
0, 0, 0, 0, 276569346, 3.203125e+01
0, 0, 0, 0, 276595332, 3.206250e+01
0, 0, 0, 0, 276621324, 3.203125e+01
0, 0, 0, 0, 276647230, 3.206250e+01
0, 0, 0, 0, 276673270, 3.206250e+01
0, 0, 0, 0, 276699158, 3.206250e+01
0, 0, 0, 0, 276725171, 3.206250e+01
0, 0, 0, 0, 276751089, 3.206250e+01
0, 0, 0, 0, 276777131, 3.206250e+01
0, 0, 0, 0, 276803005, 3.206250e+01
0, 0, 0, 0, 276829019, 3.209375e+01
0, 0, 0, 0, 276855089, 3.206250e+01
0, 0, 0, 0, 276880948, 3.206250e+01
0, 0, 0, 0, 276906941, 3.206250e+01
0, 0, 0, 0, 276932817, 3.206250e+01
0, 0, 0, 0, 276958825, 3.206250e+01
0, 0, 0, 0, 276984742, 3.206250e+01
0, 0, 0, 0, 277010750, 3.206250e+01
0, 0, 0, 0, 277036761, 3.206250e+01
0, 0, 0, 0, 277062681, 3.206250e+01
0, 0, 0, 0, 277088595, 3.206250e+01
0, 0, 0, 0, 277114616, 3.206250e+01
0, 0, 0, 0, 277140511, 3.206250e+01
0, 0, 0, 0, 277166544, 3.206250e+01
0, 0, 0, 0, 277192431, 3.206250e+01
0, 0, 0, 0, 277218404, 3.206250e+01
0, 0, 0, 0, 277244359, 3.206250e+01
0, 0, 0, 0, 277270349, 3.206250e+01
0, 0, 0, 0, 277296353, 3.206250e+01
0, 0, 0, 0, 277322242, 3.206250e+01
0, 0, 0, 0, 277348241, 3.206250e+01
0, 0, 0, 0, 277374166, 3.206250e+01
0, 0, 0, 0, 277400182, 3.206250e+01
0, 0, 0, 0, 277426100, 3.206250e+01
0, 0, 0, 0, 277452139, 3.209375e+01
0, 0, 0, 0, 277478026, 3.206250e+01
0, 0, 0, 0, 277504020, 3.206250e+01
0, 0, 0, 0, 277530141, 3.206250e+01
0, 0, 0, 0, 277555992, 3.203125e+01
0, 0, 0, 0, 277581942, 3.206250e+01
0, 0, 0, 0, 277607841, 3.206250e+01
0, 0, 0, 0, 277633842, 3.209375e+01
0, 0, 0, 0, 277659760, 3.206250e+01
0, 0, 0, 0, 277685767, 3.206250e+01
0, 0, 0, 0, 277711779, 3.206250e+01
0, 0, 0, 0, 277737688, 3.209375e+01
0, 0, 0, 0, 277763604, 3.206250e+01
0, 0, 0, 0, 277789639, 3.206250e+01
0, 0, 0, 0, 277815530, 3.206250e+01
0, 0, 0, 0, 277841499, 3.206250e+01
0, 0, 0, 0, 277867439, 3.206250e+01
0, 0, 0, 0, 277893424, 3.206250e+01
0, 0, 0, 0, 277919360, 3.206250e+01
0, 0, 0, 0, 277945347, 3.206250e+01
0, 0, 0, 0, 277971358, 3.206250e+01
0, 0, 0, 0, 277997254, 3.206250e+01
0, 0, 0, 0, 278023267, 3.206250e+01
0, 0, 0, 0, 278049278, 3.206250e+01
0, 0, 0, 0, 278075202, 3.206250e+01
0, 0, 0, 0, 278101108, 3.206250e+01
0, 0, 0, 0, 278127150, 3.206250e+01
0, 0, 0, 0, 278153029, 3.206250e+01
0, 0, 0, 0, 278179037, 3.206250e+01
0, 0, 0, 0, 278204956, 3.206250e+01
0, 0, 0, 0, 278230939, 3.206250e+01
0, 0, 0, 0, 278256931, 3.206250e+01
0, 0, 0, 0, 278282847, 3.206250e+01
0, 0, 0, 0, 278308870, 3.206250e+01
0, 0, 0, 0, 278334769, 3.209375e+01
0, 0, 0, 0, 278360792, 3.206250e+01
0, 0, 0, 0, 278386695, 3.206250e+01
0, 0, 0, 0, 278412711, 3.206250e+01
0, 0, 0, 0, 278438626, 3.206250e+01
0, 0, 0, 0, 278464661, 3.206250e+01
0, 0, 0, 0, 278490552, 3.206250e+01
0, 0, 0, 0, 278516525, 3.206250e+01
0, 0, 0, 0, 278542471, 3.206250e+01
0, 0, 0, 0, 278568441, 3.209375e+01
0, 0, 0, 0, 278594442, 3.206250e+01
0, 0, 0, 0, 278620362, 3.206250e+01
0, 0, 0, 0, 278646347, 3.206250e+01
0, 0, 0, 0, 278672286, 3.206250e+01
0, 0, 0, 0, 278698293, 3.206250e+01
0, 0, 0, 0, 278724202, 3.206250e+01
0, 0, 0, 0, 278750215, 3.209375e+01
0, 0, 0, 0, 278776124, 3.206250e+01
0, 0, 0, 0, 278802169, 3.209375e+01
0, 0, 0, 0, 278828039, 3.209375e+01
0, 0, 0, 0, 278854026, 3.206250e+01
0, 0, 0, 0, 278879965, 3.206250e+01
0, 0, 0, 0, 278905948, 3.206250e+01
0, 0, 0, 0, 278931949, 3.209375e+01
0, 0, 1, 0, 278957963, 3.206250e+01
0, 0, 0, 0, 278983401, 3.206250e+01
0, 0, 0, 0, 279009282, 3.206250e+01
0, 0, 0, 0, 279035253, 3.209375e+01
0, 0, 0, 0, 279061205, 3.209375e+01
0, 0, 0, 0, 279087188, 3.206250e+01
0, 0, 0, 0, 279113192, 3.209375e+01
0, 0, 0, 0, 279139091, 3.209375e+01
0, 0, 0, 0, 279165133, 3.206250e+01
0, 0, 0, 0, 279191018, 3.209375e+01
0, 0, 0, 0, 279217036, 3.209375e+01
0, 0, 0, 0, 279242960, 3.209375e+01
0, 0, 0, 0, 279268943, 3.209375e+01
0, 0, 0, 0, 279294862, 3.206250e+01
0, 0, 0, 0, 279320881, 3.206250e+01
0, 0, 0, 0, 279346780, 3.209375e+01
0, 0, 0, 0, 279372741, 3.206250e+01
0, 0, 0, 0, 279398701, 3.206250e+01
0, 0, 0, 0, 279424650, 3.206250e+01
0, 0, 0, 0, 279450699, 3.206250e+01
0, 0, 0, 0, 279476589, 3.206250e+01
0, 0, 0, 0, 279502600, 3.206250e+01
0, 0, 0, 0, 279528511, 3.209375e+01
0, 0, 0, 0, 279554513, 3.206250e+01
0, 0, 0, 0, 279580537, 3.206250e+01
0, 0, 0, 0, 279606428, 3.209375e+01
0, 0, 0, 0, 279632564, 3.206250e+01
0, 0, 0, 0, 279658426, 3.206250e+01
0, 0, 0, 0, 279684279, 3.209375e+01
0, 0, 0, 0, 279710271, 3.209375e+01
0, 0, 0, 0, 279736205, 3.206250e+01
0, 0, 0, 0, 279762190, 3.209375e+01
0, 0, 0, 0, 279788191, 3.209375e+01
0, 0, 0, 0, 279814094, 3.206250e+01
0, 0, 0, 0, 279840099, 3.206250e+01
0, 0, 0, 0, 279866120, 3.209375e+01
0, 0, 0, 0, 279892012, 3.206250e+01
0, 0, 0, 0, 279917932, 3.206250e+01
0, 0, 0, 0, 279943945, 3.206250e+01
0, 0, 0, 0, 279969904, 3.206250e+01
0, 0, 0, 0, 279995882, 3.206250e+01
0, 0, 0, 0, 280021822, 3.206250e+01
0, 0, 0, 0, 280047763, 3.206250e+01
0, 0, 0, 0, 280073745, 3.206250e+01
0, 0, 0, 0, 280099674, 3.206250e+01
0, 0, 0, 0, 280125692, 3.206250e+01
0, 0, 0, 0, 280151590, 3.206250e+01
0, 0, 0, 0, 280177615, 3.206250e+01
0, 0, 0, 0, 280203517, 3.206250e+01
0, 0, 0, 0, 280229511, 3.206250e+01
0, 0, 0, 0, 280255440, 3.206250e+01
0, 0, 0, 0, 280281458, 3.209375e+01
0, 0, 0, 0, 280307355, 3.209375e+01
0, 0, 0, 0, 280333401, 3.209375e+01
0, 0, 0, 0, 280359280, 3.206250e+01
0, 0, 0, 0, 280385286, 3.209375e+01
0, 0, 0, 0, 280411224, 3.206250e+01
0, 0, 0, 0, 280437162, 3.206250e+01
0, 0, 0, 0, 280463192, 3.206250e+01
0, 0, 0, 0, 280489087, 3.209375e+01
0, 0, 0, 0, 280515099, 3.209375e+01
0, 0, 0, 0, 280541009, 3.206250e+01
0, 0, 0, 0, 280567039, 3.206250e+01
0, 0, 0, 0, 280592951, 3.209375e+01
0, 0, 0, 0, 280618955, 3.209375e+01
0, 0, 0, 0, 280644866, 3.209375e+01
0, 0, 0, 0, 280670878, 3.206250e+01
0, 0, 0, 0, 280696790, 3.209375e+01
0, 0, 0, 0, 280722773, 3.209375e+01
0, 0, 0, 0, 280748902, 3.206250e+01
0, 0, 0, 0, 280774751, 3.209375e+01
0, 0, 0, 0, 280800694, 3.206250e+01
0, 0, 0, 0, 280826595, 3.209375e+01
0, 0, 0, 0, 280852612, 3.209375e+01
0, 0, 0, 0, 280878518, 3.206250e+01
0, 0, 0, 0, 280904530, 3.209375e+01
0, 0, 0, 0, 280930541, 3.206250e+01
0, 0, 0, 0, 280956458, 3.209375e+01
0, 0, 0, 0, 280982479, 3.206250e+01
0, 0, 0, 0, 281008374, 3.209375e+01
0, 0, 0, 0, 281034295, 3.209375e+01
0, 0, 0, 0, 281060276, 3.206250e+01
0, 0, 0, 0, 281086205, 3.209375e+01
0, 0, 0, 0, 281112201, 3.206250e+01
0, 0, 0, 0, 281138194, 3.206250e+01
0, 0, 0, 0, 281164107, 3.209375e+01
0, 0, 0, 0, 281190122, 3.209375e+01
0, 0, 0, 0, 281216063, 3.209375e+01
0, 0, 0, 0, 281242026, 3.206250e+01
0, 0, 0, 0, 281267951, 3.209375e+01
0, 0, 0, 0, 281293989, 3.209375e+01
0, 0, 0, 0, 281319870, 3.206250e+01
0, 0, 0, 0, 281345889, 3.209375e+01
0, 0, 0, 0, 281371964, 3.206250e+01
0, 0, 0, 0, 281397814, 3.209375e+01
0, 0, 0, 0, 281423721, 3.209375e+01
0, 0, 0, 0, 281449692, 3.206250e+01
0, 0, 0, 0, 281475731, 3.206250e+01
0, 0, 0, 0, 281501620, 3.206250e+01
0, 0, 0, 0, 281527635, 3.209375e+01
0, 0, 0, 0, 281553534, 3.209375e+01
0, 0, 0, 0, 281579556, 3.209375e+01
0, 0, 0, 0, 281605567, 3.209375e+01
0, 0, 0, 0, 281631473, 3.209375e+01
0, 0, 0, 0, 281657388, 3.209375e+01
0, 0, 0, 0, 281683365, 3.209375e+01
0, 0, 0, 0, 281709319, 3.206250e+01
0, 0, 0, 0, 281735269, 3.206250e+01
0, 0, 0, 0, 281761312, 3.209375e+01
0, 0, 0, 0, 281787201, 3.209375e+01
0, 0, 0, 0, 281813214, 3.209375e+01
0, 0, 0, 0, 281839119, 3.209375e+01
0, 0, 0, 0, 281865113, 3.209375e+01
0, 0, 0, 0, 281891183, 3.206250e+01
0, 0, 0, 0, 281917056, 3.206250e+01
0, 0, 0, 0, 281942970, 3.206250e+01
0, 0, 0, 0, 281969007, 3.209375e+01
0, 0, 0, 0, 281994903, 3.209375e+01
0, 0, 0, 0, 282020894, 3.209375e+01
0, 0, 0, 0, 282046938, 3.209375e+01
0, 0, 0, 0, 282072791, 3.209375e+01
0, 0, 0, 0, 282098817, 3.209375e+01
0, 0, 0, 0, 282124705, 3.209375e+01
0, 0, 0, 0, 282150729, 3.206250e+01
0, 0, 1, 0, 282176626, 3.209375e+01
0, 0, 0, 0, 282202118, 3.209375e+01
0, 0, 0, 0, 282228090, 3.209375e+01
0, 0, 0, 0, 282254156, 3.209375e+01
0, 0, 0, 0, 282280066, 3.209375e+01
0, 0, 0, 0, 282305937, 3.209375e+01
0, 0, 0, 0, 282331938, 3.206250e+01
0, 0, 0, 0, 282357881, 3.209375e+01
0, 0, 0, 0, 282383910, 3.209375e+01
0, 0, 0, 0, 282409798, 3.209375e+01
0, 0, 0, 0, 282435812, 3.209375e+01
0, 0, 0, 0, 282461724, 3.209375e+01
0, 0, 0, 0, 282487764, 3.206250e+01
0, 0, 0, 0, 282513641, 3.209375e+01
0, 0, 0, 0, 282539648, 3.209375e+01
0, 0, 0, 0, 282565568, 3.209375e+01
0, 0, 0, 0, 282591556, 3.209375e+01
0, 0, 0, 0, 282617564, 3.209375e+01
0, 0, 0, 0, 282643464, 3.209375e+01
0, 0, 0, 0, 282669475, 3.209375e+01
0, 0, 0, 0, 282695384, 3.206250e+01
0, 0, 0, 0, 282721373, 3.209375e+01
0, 0, 1, 0, 282747312, 3.209375e+01
0, 0, 0, 0, 282772770, 3.209375e+01
0, 0, 0, 0, 282798738, 3.209375e+01
0, 0, 0, 0, 282824696, 3.209375e+01
0, 0, 0, 0, 282850738, 3.209375e+01
0, 0, 0, 0, 282876620, 3.209375e+01
0, 0, 0, 0, 282902645, 3.206250e+01
0, 0, 0, 0, 282928590, 3.206250e+01
0, 0, 0, 0, 282954557, 3.209375e+01
0, 0, 0, 0, 282980459, 3.209375e+01
0, 0, 0, 0, 283006486, 3.209375e+01
0, 0, 0, 0, 283032386, 3.209375e+01
0, 0, 0, 0, 283058419, 3.209375e+01
0, 0, 0, 0, 283084308, 3.209375e+01
0, 0, 0, 0, 283110273, 3.209375e+01
0, 0, 0, 0, 283136313, 3.209375e+01
0, 0, 0, 0, 283162209, 3.209375e+01
0, 0, 0, 0, 283188226, 3.209375e+01
0, 0, 0, 0, 283214127, 3.209375e+01
0, 0, 0, 0, 283240168, 3.209375e+01
0, 0, 0, 0, 283266043, 3.209375e+01
0, 0, 0, 0, 283292036, 3.209375e+01
0, 0, 0, 0, 283317980, 3.209375e+01
0, 0, 0, 0, 283343983, 3.209375e+01
0, 0, 0, 0, 283369894, 3.209375e+01
0, 0, 0, 0, 283395899, 3.209375e+01
0, 0, 0, 0, 283422018, 3.209375e+01
0, 0, 0, 0, 283447875, 3.209375e+01
0, 0, 0, 0, 283473814, 3.209375e+01
0, 0, 0, 0, 283499717, 3.209375e+01
0, 0, 0, 0, 283525758, 3.209375e+01
0, 0, 0, 0, 283551623, 3.209375e+01
